Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2015 Roland Garros R128,L vs Watson,90.5,94.6,5.5,,,107,87,85.9,3.2,,,93,79
2014 Roland Garros R128,L vs Pliskova,88.7,90.7,2.9,,,96,83,84.6,2.2,,,88,81
2013 Wimbledon R64,L vs Radwanska,92.8,,,,,105,,,,,,,84
2013 Roland Garros R64,L vs Ivanovic,89.7,,,,,100,,,,,,,80
2013 Roland Garros R128,W vs Scheepers,90.6,,,,,98,,,,,,,82
2012 US Open R128,L vs Lepchenko,86.0,,,,,105,,,,,,,68
2012 Wimbledon R128,W vs Tsurenko,89.9,,,,,102,,,,,,,83
2012 Roland Garros R32,L vs Stephens,88.0,,,,,103,,,,,,,78
2012 Roland Garros R64,W vs Cetkovska,90.2,,,,,101,,,,,,,77
2012 Roland Garros R128,W vs Rodionova,89.1,,,,,98,,,,,,,70
2011 Wimbledon R128,W vs Watson,88.8,91.5,6.3,,,103,82,82.4,3.7,,,89,74
2011 Roland Garros R128,L vs Goerges,92.5,94.5,3.0,,,101,88,88.5,4.4,,,95,81
2011 Australian Open R128,L vs Peer,92.2,96.2,4.6,,,106,83,86.1,3.1,,,91,80
Career (13 matches),,89.6,92.9,4.6,,,107,82,85.3,3.3,,,95,68
