Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,34,8,26,23.5%,26-56,31.7%,309-438,41.4%,2-3,40.0%,31,-,-,1.0%,8.4%,60.0%,57.5%,39.0%,50.1%,43.8%,46.9%,0.88
Clay,74,31,43,41.9%,76-96,44.2%,755-836,47.5%,7-7,50.0%,62,36.4%,45.5%,1.2%,10.0%,58.1%,59.0%,41.1%,51.5%,46.6%,49.1%,0.96
Grass,11,5,6,45.5%,12-15,44.4%,129-140,48.0%,3-1,75.0%,10,-,-,1.6%,6.4%,67.2%,63.1%,44.9%,57.2%,43.6%,50.2%,1.02
Grand Slams,37,11,26,29.7%,29-58,33.3%,352-467,43.0%,4-2,66.7%,31,36.4%,45.5%,1.1%,6.8%,61.4%,57.4%,39.5%,50.5%,43.2%,46.8%,0.87
Premiers,3,1,2,33.3%,4-5,44.4%,34-44,43.6%,0-0,-,3,-,-,1.3%,11.9%,54.0%,64.8%,39.4%,53.1%,39.6%,45.8%,0.84
Internationals,74,31,43,41.9%,78-95,45.1%,763-833,47.8%,6-9,40.0%,64,-,-,1.2%,10.2%,58.7%,60.1%,42.0%,52.6%,46.8%,49.7%,0.99
Finals,2,0,2,0.0%,2-4,33.3%,26-27,49.1%,0-0,-,1,-,-,1.1%,16.8%,56.8%,68.5%,41.5%,56.8%,47.3%,52.2%,1.09
Semi-finals,3,2,1,66.7%,5-3,62.5%,38-31,55.1%,0-0,-,3,-,-,1.4%,9.6%,61.0%,58.6%,47.1%,54.1%,49.6%,51.7%,1.08
Quarter-finals,7,3,4,42.9%,6-8,42.9%,50-68,42.4%,1-0,100.0%,6,-,-,0.9%,7.8%,60.9%,55.2%,45.9%,51.6%,44.2%,48.0%,0.91
vs Righties,108,40,68,37.0%,102-150,40.5%,1073-1269,45.8%,12-10,54.5%,95,36.4%,45.5%,1.2%,9.2%,59.4%,58.6%,40.8%,51.4%,45.7%,48.5%,0.94
vs Lefties,9,3,6,33.3%,9-14,39.1%,92-118,43.8%,0-1,0.0%,6,-,-,1.2%,8.8%,62.2%,64.6%,40.5%,55.5%,40.7%,48.3%,0.91
vs Top 10,8,0,8,0.0%,1-16,5.9%,51-106,32.5%,1-0,100.0%,7,-,-,0.6%,9.6%,59.0%,57.3%,35.1%,48.2%,38.7%,43.5%,0.75
