Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,348,184,164,52.9%,426-384,52.6%,3796-3741,50.4%,45-33,57.7%,333,64.1%,35.0%,2.1%,3.3%,66.4%,60.9%,47.2%,56.3%,43.8%,50.1%,1.00
Clay,158,94,64,59.5%,202-161,55.6%,1712-1583,52.0%,15-10,60.0%,156,68.4%,38.6%,1.6%,2.7%,70.8%,60.9%,47.8%,57.1%,44.6%,50.8%,1.04
Grass,42,23,19,54.8%,55-45,55.0%,477-467,50.5%,9-3,75.0%,42,65.9%,34.5%,3.5%,2.9%,65.7%,63.7%,49.3%,58.7%,41.7%,50.1%,1.01
Grand Slams,140,89,51,63.6%,199-128,60.9%,1645-1419,53.7%,24-9,72.7%,137,68.9%,36.9%,2.3%,2.6%,68.4%,62.6%,48.3%,58.1%,44.8%,51.4%,1.07
Premiers,177,85,92,48.0%,197-215,47.8%,1864-1954,48.8%,20-27,42.6%,172,63.6%,33.5%,2.2%,3.6%,66.7%,60.7%,47.4%,56.3%,42.8%,49.5%,0.98
Internationals,119,64,55,53.8%,145-131,52.5%,1269-1238,50.6%,11-6,64.7%,115,66.4%,36.9%,2.3%,3.1%,67.2%,60.7%,46.5%,56.1%,44.1%,50.1%,1.00
Finals,11,8,3,72.7%,19-9,67.9%,145-112,56.4%,3-1,75.0%,11,68.1%,41.2%,1.9%,2.4%,72.1%,63.0%,47.7%,58.7%,46.7%,52.6%,1.13
Semi-finals,22,11,11,50.0%,22-26,45.8%,195-223,46.7%,3-1,75.0%,22,62.5%,37.7%,1.6%,4.2%,68.8%,57.8%,44.1%,53.6%,44.3%,48.9%,0.95
Quarter-finals,41,20,21,48.8%,44-49,47.3%,426-452,48.5%,5-4,55.6%,40,65.9%,36.7%,2.2%,2.7%,68.6%,61.1%,45.8%,56.3%,42.9%,49.5%,0.98
vs Righties,505,273,232,54.1%,621-555,52.8%,5498-5376,50.6%,60-46,56.6%,490,64.8%,36.1%,2.1%,3.1%,67.6%,60.9%,47.2%,56.5%,43.9%,50.2%,1.01
vs Lefties,41,27,14,65.9%,59-33,64.1%,464-395,54.0%,9-0,100.0%,39,73.8%,35.7%,2.1%,2.8%,66.6%,63.9%,51.3%,59.7%,43.2%,51.5%,1.07
vs Top 10,70,21,49,30.0%,57-106,35.0%,661-832,44.3%,6-9,40.0%,68,62.6%,30.8%,2.0%,3.4%,67.6%,59.0%,46.7%,55.0%,40.2%,47.6%,0.89
