Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Wimbledon R128,W vs Jacquemot,0.0%,-,12.6%,80.0%,18.5%,10.5%,50.0%,14.9%,20.0%,0.9%,0.0%,-5,-38
2024 Rouen F,W vs Linette,0.0%,-,2.9%,40.0%,14.9%,26.5%,0.0%,6.6%,12.8%,1.3%,60.0%,-110,-99
2024 Rouen R32,W vs Stearns,0.0%,-,4.8%,57.1%,14.1%,16.7%,0.0%,16.7%,40.0%,1.3%,33.3%,15,-7
2024 Dubai R32,L vs Swiatek,0.0%,-,7.5%,45.5%,6.1%,9.7%,0.0%,9.5%,26.7%,0.7%,0.0%,-98,-105
2024 Australian Open R32,L vs Kalinskaya,0.0%,-,11.4%,76.9%,15.9%,22.4%,25.0%,16.6%,34.0%,1.4%,14.3%,12,-12
2023 Montreal R16,L vs Rybakina,0.0%,-,3.0%,66.7%,13.6%,20.0%,0.0%,8.7%,10.0%,0.7%,0.0%,-24,6
2023 Roland Garros R16,L vs Sabalenka,0.0%,-,4.2%,66.7%,6.8%,21.4%,0.0%,5.9%,21.4%,0.4%,100.0%,-64,-72
2023 Roland Garros R32,W vs Putintseva,0.0%,-,14.7%,75.0%,15.7%,22.2%,14.3%,6.4%,16.1%,1.3%,66.7%,0,-19
2023 Roland Garros R64,W vs Gracheva,0.0%,-,3.7%,75.0%,19.6%,25.0%,50.0%,11.5%,40.0%,1.0%,0.0%,-27,-5
2023 Roland Garros R128,W vs Pliskova,0.0%,-,10.4%,66.7%,11.1%,23.8%,0.0%,9.6%,42.9%,1.2%,0.0%,-100,-94
2023 Miami R128,L vs Rogers,0.0%,-,8.8%,69.2%,16.0%,26.3%,0.0%,16.3%,33.3%,1.1%,0.0%,106,69
2022 Guadalajara R64,W vs Fruhvirtova,0.0%,-,9.5%,85.7%,26.8%,31.3%,0.0%,12.8%,37.5%,0.0%,-,104,101
2022 San Diego R16,L vs Sabalenka,0.0%,-,3.8%,83.3%,14.9%,30.4%,0.0%,11.9%,38.5%,0.4%,0.0%,-29,-31
2022 US Open R64,L vs Swiatek,0.0%,-,1.0%,100.0%,8.7%,0.0%,50.0%,8.7%,36.4%,0.0%,-,-42,-15
2022 Cincinnati R16,L vs Swiatek,0.0%,-,1.5%,0.0%,11.3%,26.3%,0.0%,4.8%,27.3%,0.0%,-,-49,-45
2022 Roland Garros QF,L vs Gauff,0.0%,-,13.9%,58.8%,11.4%,17.6%,25.0%,3.8%,21.1%,0.0%,-,-38,-60
2022 Strasbourg R32,L vs Berberovic,0.0%,-,3.5%,66.7%,10.0%,16.7%,20.0%,6.4%,21.7%,0.0%,-,-29,-25
2022 Indian Wells R128,L vs Osaka,0.0%,-,1.8%,100.0%,12.4%,26.1%,20.0%,7.2%,14.3%,0.4%,0.0%,-40,-35
2022 Guadalajara F,W vs Bouzkova,0.0%,-,7.5%,69.2%,10.3%,19.5%,18.2%,5.8%,21.4%,0.0%,-,-26,-33
2022 Guadalajara R32,W vs Fruhvirtova,0.0%,-,4.3%,75.0%,23.3%,45.5%,50.0%,6.0%,20.0%,0.6%,100.0%,63,72
Career (80 matches),,0.0%,-,6.0%,69.4%,12.8%,22.5%,22.0%,7.3%,23.3%,0.5%,28.8%,-19,-23
