Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 US Open R128,L vs Burel,16,41,0.4,9.4%,24.1%,16,36,0.4,10.1%,22.6%,8.8%,1.3%,0.4,10.6%,24.7%
2024 Wimbledon R64,L vs Shnaider,5,19,0.3,6.1%,23.2%,5,18,0.3,6.3%,22.5%,5.0%,1.3%,1.3,24.4%,18.3%
2024 Wimbledon R128,W vs Jacquemot,24,16,1.5,20.2%,13.4%,24,16,1.5,22.9%,15.2%,11.4%,10.5%,0.7,18.5%,26.1%
2024 Rouen F,W vs Linette,23,23,1.0,13.4%,13.4%,22,21,1.0,13.2%,12.6%,7.2%,5.4%,0.7,19.8%,30.2%
2024 Rouen R32,W vs Stearns,15,27,0.6,10.3%,18.5%,15,27,0.6,10.6%,19.1%,5.0%,5.7%,0.6,17.1%,28.8%
2024 Dubai R32,L vs Swiatek,16,22,0.7,10.9%,15.0%,16,19,0.8,11.4%,13.6%,5.0%,6.4%,0.6,15.6%,26.5%
2024 Australian Open R32,L vs Kalinskaya,41,39,1.1,18.0%,17.1%,39,38,1.0,17.8%,17.4%,9.6%,8.2%,2.2,19.3%,8.8%
2023 US Open R128,L vs Haddad Maia,30,38,0.8,13.9%,17.6%,27,34,0.8,13.3%,16.7%,7.9%,5.4%,1.0,18.5%,18.5%
2023 Montreal R16,L vs Rybakina,7,18,0.4,7.0%,18.0%,7,15,0.5,7.6%,16.3%,5.4%,2.2%,1.0,13.0%,13.0%
2023 Wimbledon R64,L vs Vekic,32,25,1.3,14.5%,11.3%,31,23,1.3,15.3%,11.3%,9.9%,3.9%,0.8,15.8%,20.8%
2023 Wimbledon R128,W vs Peterson,14,21,0.7,14.7%,22.1%,12,16,0.8,14.5%,19.3%,7.2%,4.8%,0.3,6.3%,21.1%
2023 Roland Garros R16,L vs Sabalenka,5,23,0.2,3.5%,16.0%,5,22,0.2,3.6%,15.8%,1.4%,2.2%,0.6,16.0%,26.4%
2023 Roland Garros R32,W vs Putintseva,38,44,0.9,19.9%,23.0%,38,41,0.9,20.7%,22.3%,14.1%,6.0%,0.7,12.0%,17.3%
2023 Roland Garros R64,W vs Gracheva,15,13,1.2,14.0%,12.1%,15,13,1.2,14.3%,12.4%,6.7%,7.6%,0.6,15.0%,23.4%
2023 Roland Garros R128,W vs Pliskova,17,7,2.4,14.8%,6.1%,17,7,2.4,15.6%,6.4%,10.1%,5.5%,0.5,12.2%,23.5%
2023 Miami R128,L vs Rogers,20,26,0.8,13.6%,17.7%,14,26,0.5,10.4%,19.3%,5.9%,3.7%,0.7,10.9%,15.0%
2022 Guadalajara 2 R64,W vs Fruhvirtova,17,14,1.2,23.6%,19.4%,15,13,1.2,22.7%,19.7%,16.7%,4.5%,0.1,2.8%,25.0%
2022 San Diego R16,L vs Sabalenka,16,24,0.7,10.1%,15.2%,16,21,0.8,10.6%,13.9%,7.9%,2.6%,0.7,15.8%,22.2%
2022 US Open R64,L vs Swiatek,7,18,0.4,6.9%,17.6%,6,15,0.4,6.3%,15.8%,3.2%,3.2%,0.8,13.7%,16.7%
2022 US Open R128,W vs Minnen,28,29,1.0,15.9%,16.5%,26,29,0.9,15.8%,17.6%,10.3%,4.2%,0.8,15.9%,18.8%
Career (157 matches),,3033,4349,0.7,13.5%,19.4%,2817,4034,0.7,13.4%,19.2%,6.2%,3.1%,0.6,12.4%,20.7%
