Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Burel,87.2,92.5,7.0,98.3,88.5,105,76,72.8,6.1,85.0,69.0,85,63
2024 Wimbledon R128,W vs Jacquemot,91.6,93.3,5.2,96.9,90.0,105,82,82.7,4.2,,77.0,89,77
2023 US Open R128,L vs Haddad Maia,87.0,91.8,7.6,92.4,90.7,109,64,78.1,4.2,83.0,73.0,89,70
2023 Wimbledon R64,L vs Vekic,95.7,100.7,5.6,101.9,97.9,109,82,84.4,5.7,86.0,87.6,93,72
2022 US Open R64,L vs Swiatek,93.3,97.0,6.2,101.0,93.3,107,81,83.9,4.1,85.0,81.5,93,79
2022 US Open R128,W vs Minnen,89.3,94.7,8.5,99.1,89.4,110,65,81.1,4.6,86.5,80.5,90,73
2021 US Open R32,L vs Kerber,92.8,98.1,6.2,99.7,92.1,109,83,78.5,4.3,,75.2,87,70
2021 US Open R64,W vs Gauff,96.4,99.0,6.9,101.1,91.5,111,82,81.1,4.5,,78.5,88,76
2021 US Open R128,W vs Keys,92.5,96.3,8.1,98.5,92.9,111,66,77.7,5.7,78.5,,95,68
2021 Wimbledon R32,L vs Samsonova,92.5,96.2,7.3,100.0,92.9,110,77,83.4,4.3,86.0,80.0,96,74
2021 Wimbledon R64,W vs Ahn,93.1,101.3,5.1,104.5,96.6,112,93,80.0,5.4,82.2,80.0,92,69
2021 Wimbledon R128,W vs Kvitova,97.2,103.1,4.9,105.2,103.2,114,86,88.0,4.8,92.3,82.5,98,77
2019 US Open R128,L vs Kalinskaya,87.7,93.7,6.3,98.4,90.2,108,78,76.7,5.1,79.0,,86,69
2019 Wimbledon R32,L vs Konta,92.4,99.2,6.7,100.2,97.0,115,84,79.2,4.6,88.0,77.5,91,73
2019 Wimbledon R64,W vs Wang,91.5,94.8,5.8,94.3,94.2,107,83,77.5,3.0,,,81,73
2019 Wimbledon R128,W vs Bacsinszky,91.7,96.3,4.3,99.2,92.4,106,86,81.9,4.3,84.5,77.0,90,74
2019 Roland Garros QF,L vs Konta,89.2,92.9,4.4,,,103,83,77.0,4.3,,,85,70
2019 Roland Garros R16,W vs Muguruza,92.7,98.7,7.2,,,110,80,80.2,5.5,,,90,70
2019 Roland Garros R32,W vs Hercog,87.8,91.6,7.3,,,105,79,78.3,5.3,,,90,70
2019 Roland Garros R64,W vs Sorribes Tormo,86.4,90.7,6.3,,,107,80,73.0,2.6,,,78,70
Career (87 matches),,92.7,96.9,6.8,99.1,92.7,138,64,79.6,4.9,81.9,77.0,98,62
