Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,105,34,71,32.4%,98-160,38.0%,1179-1398,45.8%,27-25,51.9%,104,77.2%,15.0%,8.9%,3.4%,60.7%,71.7%,47.5%,62.2%,33.0%,48.0%,0.87
Clay,11,4,7,36.4%,11-17,39.3%,128-156,45.1%,6-1,85.7%,11,77.7%,9.9%,10.2%,3.5%,61.2%,72.2%,51.9%,64.4%,28.8%,47.0%,0.81
Grass,35,19,16,54.3%,46-43,51.7%,443-454,49.4%,12-7,63.2%,35,83.1%,15.4%,11.1%,4.6%,60.0%,77.0%,50.8%,66.5%,33.2%,49.8%,0.99
Grand Slams,22,5,17,22.7%,30-53,36.1%,372-434,46.2%,5-9,35.7%,22,78.3%,16.1%,8.4%,3.2%,62.8%,71.6%,47.4%,62.6%,32.7%,48.0%,0.87
Masters,15,4,11,26.7%,10-20,33.3%,143-173,45.3%,5-3,62.5%,14,76.0%,13.6%,7.4%,3.1%,62.1%,72.1%,45.6%,62.0%,33.3%,47.8%,0.88
Other Tours,114,48,66,42.1%,115-147,43.9%,1235-1401,46.9%,35-21,62.5%,114,79.0%,14.4%,10.2%,3.9%,59.7%,73.5%,49.3%,63.7%,32.7%,48.5%,0.90
Best of 5,22,5,17,22.7%,30-53,36.1%,372-434,46.2%,5-9,35.7%,22,78.3%,16.1%,8.4%,3.2%,62.8%,71.6%,47.4%,62.6%,32.7%,48.0%,0.87
Best of 3,129,52,77,40.3%,125-167,42.8%,1378-1574,46.7%,40-24,62.5%,128,78.7%,14.4%,9.9%,3.8%,59.9%,73.3%,48.9%,63.6%,32.8%,48.4%,0.90
Finals,3,2,1,66.7%,4-4,50.0%,48-47,50.5%,2-2,50.0%,3,87.0%,13.3%,11.8%,3.0%,62.2%,79.3%,51.8%,68.9%,30.3%,50.3%,0.98
Semi-finals,5,3,2,60.0%,7-4,63.6%,59-54,52.2%,1-1,50.0%,5,83.6%,21.4%,9.1%,5.1%,56.7%,72.0%,53.4%,64.0%,36.8%,50.6%,1.02
Quarter-finals,8,5,3,62.5%,11-9,55.0%,104-106,49.5%,5-2,71.4%,8,83.2%,14.7%,9.1%,2.7%,62.8%,75.5%,55.3%,68.0%,34.5%,50.7%,1.08
vs Righties,125,48,77,38.4%,129-180,41.7%,1448-1649,46.8%,36-28,56.3%,124,78.2%,15.6%,9.5%,3.8%,60.2%,72.6%,48.7%,63.1%,33.1%,48.4%,0.90
vs Lefties,25,8,17,32.0%,24-40,37.5%,290-355,45.0%,9-5,64.3%,25,80.3%,9.6%,9.6%,2.8%,63.0%,74.1%,48.2%,64.6%,30.9%,47.7%,0.87
vs Top 10,8,0,8,0.0%,1-15,6.3%,42-96,30.4%,1-0,100.0%,7,61.2%,0.0%,10.4%,3.5%,59.4%,67.9%,39.0%,56.1%,23.8%,40.6%,0.54
