Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,7,5,2,71.4%,10-6,62.5%,80-76,51.3%,4-0,100.0%,7,81.6%,18.4%,10.8%,4.8%,61.2%,79.5%,51.7%,68.7%,36.0%,52.2%,1.15,SF (Leon)
2016,4,2,2,50.0%,4-5,44.4%,44-47,48.4%,1-2,33.3%,4,84.1%,13.6%,8.1%,1.8%,67.5%,73.3%,50.0%,65.7%,35.1%,49.6%,1.02,QF (Le Gosier)
2015,22,17,5,77.3%,36-12,75.0%,273-196,58.2%,3-3,50.0%,22,91.8%,24.6%,12.9%,2.8%,64.6%,78.8%,54.6%,70.2%,37.6%,53.4%,1.26,W (Guadalajara)
2014,33,20,13,60.6%,45-31,59.2%,411-357,53.5%,6-12,33.3%,33,85.2%,22.3%,10.0%,1.9%,66.2%,76.1%,48.0%,66.6%,37.4%,51.6%,1.12,W (Leon)
2013,27,16,11,59.3%,34-28,54.8%,321-311,50.8%,7-7,50.0%,27,83.4%,18.4%,10.3%,2.9%,64.3%,74.0%,54.0%,66.8%,36.5%,51.0%,1.10,W (Rio Quente)
2012,25,13,12,52.0%,29-28,50.9%,291-269,52.0%,3-7,30.0%,25,83.2%,21.7%,12.0%,4.2%,58.1%,76.6%,51.6%,66.1%,36.9%,51.1%,1.09,F (Leon)
2011,25,18,7,72.0%,39-19,67.2%,329-269,55.0%,8-7,53.3%,25,88.7%,21.3%,12.8%,3.0%,64.0%,77.8%,54.3%,69.3%,37.8%,52.9%,1.23,W (2x)
2010,18,8,10,44.4%,20-23,46.5%,210-239,46.8%,9-4,69.2%,18,83.2%,10.4%,13.8%,3.2%,62.1%,77.1%,49.8%,66.8%,29.7%,48.1%,0.90,SF (2x)
2009,33,20,13,60.6%,44-31,58.7%,417-374,52.7%,7-10,41.2%,0,,,,,,,,,,,,W (Aachen)
2008,38,19,19,50.0%,46-45,50.5%,421-440,48.9%,5-7,41.7%,0,,,,,,,,,,,,W (Winnetka)
2007,48,23,25,47.9%,53-61,46.5%,567-577,49.6%,11-16,40.7%,0,,,,,,,,,,,,QF (7x)
2006,39,22,17,56.4%,52-39,57.1%,464-422,52.4%,7-8,46.7%,0,,,,,,,,,,,,F (Sacramento)
2005,43,22,21,51.2%,51-51,50.0%,500-511,49.5%,9-11,45.0%,0,,,,,,,,,,,,F (Aptos)
2004,19,8,11,42.1%,23-24,48.9%,231-231,50.0%,5-4,55.6%,0,,,,,,,,,,,,QF (3x)
2003,10,5,5,50.0%,11-13,45.8%,110-114,49.1%,2-2,50.0%,0,,,,,,,,,,,,SF (Denver)
2001,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,0,,,,,,,,,,,,R32 (Knoxville)
Career,392,218,174,55.6%,497-418,54.3%,4672-4445,51.2%,87-100,46.5%,161,85.6%,19.9%,11.6%,3.0%,63.5%,76.6%,51.8%,67.5%,36.3%,51.4%,1.12,
