Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,4,2,2,50.0%,4-5,44.4%,41-48,46.1%,2-0,100.0%,4,78.6%,13.3%,10.8%,6.8%,56.4%,77.3%,50.5%,65.6%,33.9%,48.5%,0.99,QF (Quito)
2016,31,12,19,38.7%,29-43,40.3%,352-397,47.0%,13-6,68.4%,30,79.1%,14.9%,8.6%,3.5%,63.4%,71.7%,49.9%,63.7%,33.8%,49.0%,0.93,F (Delray Beach)
2015,13,7,6,53.8%,19-17,52.8%,185-190,49.3%,8-3,72.7%,13,84.5%,13.1%,10.7%,2.6%,63.4%,75.5%,51.7%,66.8%,31.5%,49.6%,0.95,W (Newport)
2014,10,3,7,30.0%,7-16,30.4%,104-130,44.4%,0-3,0.0%,10,77.2%,13.7%,8.2%,3.8%,62.1%,70.0%,50.4%,62.6%,32.5%,47.7%,0.87,R16 (2x)
2013,14,4,10,28.6%,18-25,41.9%,193-215,47.3%,2-1,66.7%,14,76.6%,18.1%,8.4%,2.9%,62.8%,70.7%,46.1%,61.5%,34.6%,48.4%,0.90,R16 (Newport)
2012,17,7,10,41.2%,15-20,42.9%,163-183,47.1%,4-4,50.0%,17,77.2%,16.8%,7.5%,3.7%,57.7%,73.9%,48.0%,62.9%,33.8%,48.6%,0.91,SF (2x)
2011,5,2,3,40.0%,5-6,45.5%,46-56,45.1%,0-1,0.0%,5,73.1%,18.5%,6.5%,3.1%,61.0%,70.6%,46.0%,61.0%,32.5%,46.8%,0.83,QF (Atlanta)
2010,24,6,18,25.0%,20-41,32.8%,253-342,42.5%,7-6,53.8%,24,75.1%,9.8%,13.4%,4.3%,58.6%,72.0%,47.5%,61.9%,29.6%,46.1%,0.78,QF (Johannesburg)
2009,14,8,6,57.1%,19-17,52.8%,185-181,50.5%,2-4,33.3%,14,87.1%,15.9%,11.4%,3.3%,57.9%,77.7%,51.2%,66.5%,33.3%,50.0%,0.99,W (Newport)
2008,4,1,3,25.0%,4-7,36.4%,55-60,47.8%,1-3,25.0%,4,76.4%,21.4%,7.2%,1.6%,63.5%,71.3%,41.9%,60.6%,35.2%,48.3%,0.89,R16 (Indianapolis)
2007,3,1,2,33.3%,3-4,42.9%,32-40,44.4%,2-0,100.0%,3,73.5%,13.9%,7.0%,3.3%,64.7%,71.2%,47.4%,62.8%,34.7%,48.1%,0.93,R16 (Chennai)
2006,1,0,1,0.0%,1-2,33.3%,11-15,42.3%,0-0,-,1,76.9%,7.7%,2.7%,1.4%,68.9%,74.5%,34.8%,62.2%,26.5%,45.1%,0.70,R64 (Canada Masters)
2005,4,2,2,50.0%,6-5,54.5%,62-62,50.0%,3-1,75.0%,4,80.0%,18.3%,10.9%,3.6%,55.7%,76.4%,47.8%,63.7%,33.9%,50.1%,0.94,R16 (Indianapolis)
2004,4,1,3,25.0%,3-8,27.3%,44-61,41.9%,1-1,50.0%,4,76.5%,7.7%,6.2%,6.5%,54.2%,75.4%,48.9%,63.3%,28.8%,45.9%,0.78,R32 (2x)
2003,2,1,1,50.0%,2-2,50.0%,18-16,52.9%,0-0,-,2,70.6%,35.3%,8.3%,12.8%,45.9%,78.0%,42.4%,58.7%,40.4%,50.2%,0.98,R32 (Indianapolis)
2002,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,55.6%,11.1%,4.6%,4.6%,41.5%,55.6%,47.4%,50.8%,31.6%,41.8%,0.64,R64 (Indianapolis)
Career,151,57,94,37.7%,155-220,41.3%,1750-2008,46.6%,45-33,57.7%,150,78.6%,14.7%,9.5%,3.7%,60.6%,72.9%,48.6%,63.3%,32.8%,48.3%,0.89,
