Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2016 Indian Wells R128,W vs Rubin,14.5%,58.3%,19.9%,63.6%,13.7%,16.2%,11.4%,2.0%,12.5%,0.3%,100.0%,-6,1
2016 Delray Beach F,L vs Querrey,20.0%,84.6%,13.9%,75.0%,9.3%,12.5%,0.0%,10.0%,60.0%,0.0%,-,-16,4
2016 Quito R16,L vs Ramos,68.5%,68.0%,28.4%,67.3%,13.3%,26.7%,18.2%,4.7%,0.0%,1.0%,0.0%,48,132
2013 Champaign CH R32,W vs Giron,0.0%,-,12.2%,78.6%,9.4%,20.0%,0.0%,6.3%,42.9%,0.5%,100.0%,-71,-46
Career (4 matches),,27.7%,69.3%,19.7%,68.9%,11.9%,18.1%,9.4%,5.6%,24.1%,0.4%,50.0%,-10,26
