Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,10,5,5,50.0%,4,1,3,25.0%,2022,2026,R128,10,1.01,4.2%,5.8%,63.1%,63.0%,48.2%,57.5%,43.1%,53.6%,50.0%
Roland Garros,4,Clay,11,7,4,63.6%,3,1,2,33.3%,2022,2025,R64,11,1.08,2.3%,7.1%,65.1%,62.0%,43.8%,55.7%,47.9%,50.5%,50.9%
Wimbledon,5,Grass,10,5,5,50.0%,3,2,1,66.7%,2021,2025,R128,10,1.03,3.0%,6.3%,61.7%,64.4%,45.9%,57.3%,44.1%,50.0%,43.2%
US Open,4,Hard,8,4,4,50.0%,1,0,1,0.0%,2022,2025,Q2,8,0.99,5.8%,6.9%,58.3%,70.2%,43.1%,58.9%,40.7%,58.2%,37.0%
Miami,2,Hard,2,0,2,0.0%,0,0,0,-,2023,2026,R128,2,0.72,2.4%,3.2%,58.1%,54.2%,44.2%,50.0%,36.2%,55.6%,21.4%
Indian Wells,2,Hard,2,0,2,0.0%,0,0,0,-,2023,2026,Q1,2,0.78,3.3%,8.1%,57.7%,56.3%,44.2%,51.2%,38.2%,43.8%,37.5%
Canberra 125,2,Hard,10,7,3,70.0%,6,5,1,83.3%,2024,2026,QF,10,1.04,3.6%,7.3%,57.3%,68.1%,43.5%,57.6%,44.0%,61.4%,37.4%
Montreux 125,2,Clay,4,2,2,50.0%,1,0,1,0.0%,2024,2025,QF,4,1.04,1.0%,5.6%,65.4%,62.4%,46.2%,56.8%,44.8%,55.9%,51.5%
Iasi,2,Clay,7,5,2,71.4%,1,1,0,100.0%,2024,2025,QF,7,1.20,1.4%,3.6%,65.5%,61.6%,51.3%,58.0%,50.3%,51.0%,56.7%
Contrexeville 125,2,Clay,4,2,2,50.0%,0,0,0,-,2024,2025,QF,4,0.97,1.3%,10.2%,61.2%,63.4%,40.7%,54.6%,43.9%,67.4%,50.0%
