Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Rio de Janeiro R16,W vs Tona,26.5%,34.7%,51.5%,36.7%,50.0%,52.6%,58.8%,38.5%,50.0%,12.5%,12.5%,50.0%,0.0%,63.6%,-,2
2025 Rio de Janeiro R32,W vs Giovannini,17.9%,25.0%,53.0%,22.4%,29.3%,55.6%,51.7%,44.8%,40.0%,8.7%,17.4%,47.6%,0.0%,73.3%,100.0%,-30
2025 ITF Lisbon F,W vs Semenistaja,6.8%,10.2%,63.0%,10.0%,12.5%,52.8%,60.0%,20.0%,50.0%,0.0%,5.6%,83.3%,16.7%,25.0%,75.0%,-119
2024 BJK Cup Qualifiers RR,L vs Swiatek,17.3%,17.3%,31.7%,25.8%,25.8%,34.8%,37.5%,80.0%,66.7%,5.3%,5.3%,27.8%,25.0%,72.7%,50.0%,-64
2023 Roland Garros R64,L vs Cocciaretto,10.9%,21.8%,44.2%,16.2%,27.0%,35.5%,41.2%,50.0%,75.0%,0.0%,16.7%,66.7%,0.0%,57.1%,50.0%,-119
2023 Roland Garros R128,W vs Mandlik,22.0%,36.6%,50.0%,30.4%,44.6%,43.6%,63.0%,27.6%,0.0%,4.5%,22.7%,61.9%,0.0%,75.0%,100.0%,-74
2022 ITF Bronx SF,L vs Bjorklund,27.5%,35.3%,24.2%,24.0%,32.0%,21.1%,40.0%,30.0%,25.0%,36.4%,45.5%,28.6%,12.5%,64.3%,66.7%,41
2022 ITF Amstelveen F,W vs Navarro,11.3%,22.5%,60.4%,20.5%,33.3%,67.7%,17.6%,22.7%,0.0%,0.0%,13.6%,50.0%,0.0%,14.3%,-,-119
2022 Australian Open Q1,L vs Ormaechea,17.4%,34.9%,57.6%,15.0%,36.7%,52.9%,15.4%,23.5%,40.0%,28.6%,38.1%,73.3%,0.0%,50.0%,100.0%,128
2019 Lausanne R16,L vs Teichmann,18.5%,22.2%,42.9%,19.4%,25.0%,41.4%,63.2%,47.1%,50.0%,18.8%,18.8%,46.2%,25.0%,75.0%,-,30
Last 52 Weeks (3 matches),,16.7%,22.9%,56.2%,21.9%,28.9%,54.0%,56.1%,35.5%,44.4%,7.0%,12.3%,60.4%,5.3%,55.3%,80.0%,-47
Career (10 matches),,17.4%,26.6%,49.7%,21.6%,32.0%,47.7%,45.3%,36.4%,40.6%,12.0%,20.4%,53.6%,7.8%,56.1%,71.4%,-1
