Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
7,Daria Snigur [UKR],3,4,42.9%,0,0,0,-,2021,2026,3,0.92,4.4%,5.4%,58.1%,61.9%,41.2%,53.2%,42.9%,50.0%,40.9%
7,Elsa Jacquemot [FRA],5,2,71.4%,1,1,0,100.0%,2021,2025,4,1.17,1.6%,9.2%,65.9%,64.7%,44.9%,58.0%,49.3%,66.7%,60.0%
7,Chloe Paquet [FRA],3,4,42.9%,0,0,0,-,2018,2025,4,1.00,2.4%,3.6%,60.1%,59.2%,47.5%,54.5%,45.4%,55.2%,64.0%
6,Mayar Sherif [EGY],1,5,16.7%,2,1,1,50.0%,2019,2025,3,0.89,1.0%,2.9%,75.0%,55.6%,43.1%,52.5%,42.2%,32.0%,36.4%
5,Raluka Serban [CYP],4,1,80.0%,1,1,0,100.0%,2018,2025,2,1.06,2.0%,5.9%,63.5%,67.4%,39.2%,57.1%,45.5%,63.6%,52.6%
5,Olga Danilovic [SRB],1,4,20.0%,3,1,2,33.3%,2019,2025,4,0.96,1.8%,6.0%,68.3%,61.1%,41.9%,55.0%,43.2%,52.5%,53.1%
4,Sonay Kartal [GBR],0,4,0.0%,0,0,0,-,2022,2026,2,0.88,0.7%,2.6%,68.9%,62.5%,42.6%,56.3%,38.4%,57.9%,31.3%
4,Irene Burillo Escorihuela [ESP],2,2,50.0%,2,1,1,50.0%,2021,2025,2,1.13,0.0%,2.8%,62.0%,61.4%,50.0%,57.0%,48.5%,52.9%,57.9%
4,Oksana Selekhmeteva [RUS],3,1,75.0%,0,0,0,-,2021,2025,1,1.54,3.8%,1.9%,84.6%,75.0%,37.5%,69.2%,47.5%,50.0%,44.4%
4,Jil Teichmann [SUI],1,3,25.0%,2,0,2,0.0%,2017,2025,2,0.85,3.0%,3.0%,68.9%,51.3%,53.8%,52.1%,40.5%,42.9%,40.0%
4,Emily Appleton [GBR],2,2,50.0%,1,1,0,100.0%,2019,2025,2,0.88,4.5%,6.4%,58.9%,59.7%,50.6%,55.9%,38.6%,64.3%,31.8%
4,Amandine Hesse [FRA],2,2,50.0%,0,0,0,-,2017,2024,1,0.69,1.3%,5.2%,67.5%,53.8%,40.0%,49.4%,34.8%,57.1%,50.0%
4,Paula Ormaechea [ARG],4,0,100.0%,0,0,0,-,2021,2023,2,1.33,1.3%,7.7%,69.2%,63.9%,58.3%,62.2%,50.4%,81.3%,58.8%
4,Oceane Dodin [FRA],1,3,25.0%,2,1,1,50.0%,2021,2023,2,0.90,2.6%,6.5%,63.9%,58.6%,48.2%,54.8%,40.7%,50.0%,31.6%
4,Reka Luca Jani [HUN],1,3,25.0%,1,1,0,100.0%,2020,2022,1,0.96,0.0%,5.6%,67.4%,53.3%,44.8%,50.6%,47.4%,53.8%,41.7%
