Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Rio de Janeiro R16,W vs Tona,0.0%,-,4.2%,80.0%,15.1%,25.0%,100.0%,12.5%,100.0%,5.8%,30.0%,103,98
2025 Rio de Janeiro R32,W vs Giovannini,0.0%,-,5.9%,80.0%,13.7%,16.7%,100.0%,6.5%,33.3%,3.5%,41.7%,10,3
2025 ITF Lisbon F,W vs Semenistaja,0.0%,-,11.5%,92.3%,11.7%,11.4%,11.1%,13.0%,14.3%,4.0%,41.7%,23,-2
2024 BJK Cup Qualifiers RR,L vs Swiatek,0.0%,-,7.6%,50.0%,8.1%,8.3%,0.0%,6.9%,50.0%,0.6%,0.0%,-29,-33
2023 Roland Garros R64,L vs Cocciaretto,0.0%,-,3.5%,50.0%,20.5%,37.5%,0.0%,7.1%,33.3%,3.2%,25.0%,7,4
2023 Roland Garros R128,W vs Mandlik,0.0%,-,4.5%,62.5%,15.9%,19.4%,100.0%,11.4%,13.3%,2.3%,37.5%,82,76
2022 ITF Bronx SF,L vs Bjorklund,2.0%,100.0%,8.5%,66.7%,19.0%,30.0%,0.0%,13.9%,45.5%,0.7%,0.0%,-19,9
2022 ITF Amstelveen F,W vs Navarro,0.0%,-,8.1%,75.0%,18.2%,25.0%,0.0%,20.6%,42.1%,4.2%,30.0%,58,37
2022 Australian Open Q1,L vs Ormaechea,0.0%,-,9.1%,71.4%,23.0%,32.4%,0.0%,17.7%,38.9%,0.8%,50.0%,207,143
2019 Lausanne R16,L vs Teichmann,3.9%,50.0%,10.1%,66.7%,10.8%,23.5%,11.1%,7.1%,28.6%,2.2%,50.0%,82,46
Last 52 Weeks (3 matches),,0.0%,-,7.0%,85.7%,13.2%,16.5%,17.2%,10.1%,21.4%,4.2%,38.2%,35,23
Career (10 matches),,0.5%,66.7%,7.2%,71.6%,15.5%,22.6%,17.5%,11.6%,32.2%,2.8%,35.3%,53,39
