Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Rio De Janeiro 125 R16,W vs Tona,67% (6/9),100% (6/6),2/2,25% (2/8),0% (0/2),4/5,1/1,0/0,0/0,0/0
2025 Rio De Janeiro 125 R32,W vs Giovannini,50% (6/12),83% (5/6),1/2,50% (6/12),67% (4/6),5/5,2/2,0/0,1/1,0/0
2025 W100 Lisboa F,W vs Semenistaja,71% (5/7),100% (5/5),1/1,38% (3/8),67% (2/3),3/4,1/1,0/0,1/1,0/0
2024 BJK Cup Qualifiers RR,L vs Swiatek,38% (3/8),33% (1/3),0/4,75% (6/8),17% (1/6),0/1,0/0,1/2,0/0,0/1
2023 Wimbledon R128,L vs Bouzkova,22% (2/9),50% (1/2),0/4,50% (4/8),0% (0/4),1/1,0/0,2/2,0/0,2/2
2023 Roland Garros R64,L vs Cocciaretto,63% (5/8),40% (2/5),2/5,67% (6/9),0% (0/6),0/2,0/0,0/1,0/0,0/1
2023 Roland Garros R128,W vs Mandlik,75% (9/12),78% (7/9),2/3,31% (4/13),0% (0/4),4/7,2/2,1/2,1/1,0/0
2019 W25 Horb SF,W vs Simion,70% (7/10),86% (6/7),0/1,20% (2/10),50% (1/2),4/5,2/2,0/0,1/1,0/0
2019 Lausanne R16,L vs Teichmann,33% (3/9),33% (1/3),1/3,44% (4/9),0% (0/4),1/1,0/0,1/2,0/0,0/1
2019 W25 Torino SF,L vs Naito,60% (6/10),67% (4/6),3/4,70% (7/10),14% (1/7),2/4,0/0,0/2,0/0,0/1
2019 W25 Darmstadt R32,W vs Kung,67% (6/9),100% (6/6),1/2,30% (3/10),0% (0/3),4/5,0/0,0/0,0/0,0/0
2019 W15 Cairo F,L vs Sherif,0% (0/7),- (0/0),0/4,75% (6/8),17% (1/6),0/0,0/0,1/2,0/0,0/1
2019 W15 Cairo SF,W vs Roemer,67% (6/9),100% (6/6),2/2,25% (2/8),0% (0/2),4/5,1/1,0/0,0/0,0/0
2019 W15 Cairo QF,W vs Zolotareva,67% (8/12),100% (8/8),2/4,45% (5/11),20% (1/5),5/7,1/2,2/2,0/1,0/0
2019 W15 Cairo SF,W vs Papamichail,57% (8/14),88% (7/8),2/5,54% (7/13),29% (2/7),4/6,1/1,1/1,0/0,0/0
2019 W15 Cairo QF,W vs Hosoki,67% (6/9),100% (6/6),2/2,50% (4/8),50% (2/4),4/5,1/2,0/0,0/1,0/0
2019 W25 Sunderland QF,L vs Dart,56% (5/9),20% (1/5),1/4,56% (5/9),20% (1/5),1/1,0/0,2/2,0/0,1/1
2019 W25 Sunderland R16,W vs Eikeri,40% (4/10),75% (3/4),0/1,27% (3/11),67% (2/3),2/2,1/1,0/0,1/1,0/0
2019 W25 Sunderland R32,W vs Taylor,67% (10/15),70% (7/10),2/5,60% (9/15),44% (4/9),4/6,1/2,0/0,1/2,0/0
2019 W25 Bolton R32,L vs Ponchet,10% (1/10),100% (1/1),1/3,44% (4/9),25% (1/4),1/1,0/0,2/2,0/0,1/1
2025 (3 matches),,60.7%,94.1%,80.0%,39.3%,54.5%,85.7%,100.0%,-,100.0%,-
2024 (1 matches),,37.5%,33.3%,0.0%,75.0%,16.7%,0.0%,-,50.0%,-,0.0%
2023 (3 matches),,55.2%,62.5%,33.3%,46.7%,0.0%,50.0%,100.0%,60.0%,100.0%,66.7%
2019 (28 matches),,55.4%,85.3%,45.1%,41.6%,31.3%,79.1%,71.9%,72.2%,56.3%,50.0%
2017 (11 matches),,60.5%,81.9%,53.8%,35.6%,23.8%,68.6%,76.9%,40.0%,57.1%,33.3%
Career (54 matches),,57.5%,82.6%,47.1%,43.4%,25.4%,72.2%,70.0%,57.1%,58.6%,50.0%
