Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,5,2,3,40.0%,5-8,38.5%,60-69,46.5%,1-2,33.3%,5,56.5%,37.5%,1.9%,7.4%,55.9%,61.8%,41.6%,52.9%,44.5%,48.5%,0.95,QF (Canberra 125)
2025,60,43,17,71.7%,88-46,65.7%,688-542,55.9%,5-2,71.4%,59,64.9%,47.0%,2.3%,5.6%,64.3%,62.2%,46.4%,56.6%,49.0%,52.8%,1.13,W (2x)
2024,39,21,18,53.8%,54-42,56.3%,484-428,53.1%,5-9,35.7%,8,52.6%,39.0%,1.2%,4.3%,67.8%,59.5%,34.5%,51.5%,45.4%,48.5%,0.93,W (W75 Glasgow)
2023,34,18,16,52.9%,41-39,51.2%,377-377,50.0%,3-3,50.0%,6,60.7%,39.3%,2.6%,7.1%,57.5%,63.5%,40.6%,53.8%,45.3%,49.6%,0.98,F (W60 Grenoble)
2022,47,27,20,57.4%,61-47,56.5%,547-485,53.0%,9-5,64.3%,5,57.1%,43.1%,0.9%,5.0%,60.4%,58.8%,45.7%,53.6%,48.5%,50.9%,1.04,W (W60 Amstelveen)
2021,52,34,18,65.4%,71-44,61.7%,574-497,53.6%,6-4,60.0%,0,,,,,,,,,,,,W (W15 Manacor)
2020,15,7,8,46.7%,17-16,51.5%,163-145,52.9%,0-3,0.0%,1,50.0%,42.9%,1.2%,7.1%,69.0%,58.6%,42.3%,53.6%,47.2%,50.0%,1.02,QF (W25 Nonthaburi)
2019,71,50,21,70.4%,106-54,66.3%,829-619,57.3%,8-6,57.1%,0,,,,,,,,,,,,W (2x)
2018,27,17,10,63.0%,39-23,62.9%,301-251,54.5%,4-0,100.0%,0,,,,,,,,,,,,W (2x)
2017,15,10,5,66.7%,22-13,62.9%,181-129,58.4%,1-2,33.3%,0,,,,,,,,,,,,F (2x)
2016,9,4,5,44.4%,9-12,42.9%,100-102,49.5%,0-1,0.0%,0,,,,,,,,,,,,QF (2x)
Career,374,233,141,62.3%,513-344,59.9%,4304-3644,54.2%,42-37,53.2%,84,62.2%,44.8%,2.1%,5.7%,63.4%,61.8%,44.4%,55.4%,48.0%,51.7%,1.08,
