Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,8,2,6,25.0%,5-13,27.8%,67-99,40.4%,1-1,50.0%,8,52.4%,28.0%,4.7%,5.7%,62.6%,57.9%,39.6%,51.0%,40.2%,45.6%,0.82
Clay,17,8,9,47.1%,18-22,45.0%,199-201,49.8%,2-5,28.6%,17,60.7%,39.6%,1.6%,5.9%,65.7%,59.7%,44.9%,54.6%,45.5%,50.0%,1.00
Grass,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,50.0%,11.1%,0.0%,2.3%,63.6%,57.1%,50.0%,54.5%,37.3%,44.1%,0.82
Grand Slams,4,1,3,25.0%,2-7,22.2%,31-45,40.8%,0-0,-,4,52.6%,28.9%,2.2%,7.5%,64.6%,56.2%,48.8%,53.5%,42.4%,47.6%,0.91
Premiers,2,1,1,50.0%,2-3,40.0%,20-28,41.7%,1-0,100.0%,2,52.2%,29.2%,2.7%,4.1%,69.2%,54.5%,40.0%,50.0%,41.5%,45.5%,0.83
Internationals,19,8,11,42.1%,19-25,43.2%,213-227,48.4%,2-6,25.0%,19,59.3%,38.4%,2.4%,6.0%,64.6%,60.3%,42.1%,53.9%,44.8%,49.3%,0.97
Quarter-finals,2,0,2,0.0%,2-4,33.3%,29-35,45.3%,0-1,0.0%,2,62.5%,29.0%,1.8%,5.4%,69.1%,59.1%,49.3%,56.1%,41.5%,49.1%,0.95
vs Righties,21,8,13,38.1%,16-29,35.6%,195-239,44.9%,3-5,37.5%,21,58.1%,32.4%,2.5%,5.6%,63.0%,59.7%,43.0%,53.5%,42.3%,47.8%,0.91
vs Lefties,4,0,4,0.0%,3-8,27.3%,47-64,42.3%,0-1,0.0%,4,53.6%,31.5%,2.4%,5.4%,68.4%,56.5%,41.9%,51.9%,42.7%,47.3%,0.89
vs Top 10,3,1,2,33.3%,2-5,28.6%,28-40,41.2%,1-1,50.0%,3,57.6%,24.2%,1.3%,8.9%,58.5%,61.1%,44.1%,54.0%,39.1%,46.4%,0.85
