Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,26,16,10,61.5%,34-22,60.7%,280-214,56.7%,4-2,66.7%,0,,,,,,,,,,,,SF (2x)
2023,21,11,10,52.4%,24-20,54.5%,217-204,51.5%,5-1,83.3%,0,,,,,,,,,,,,SF (2x)
2022,22,10,12,45.5%,23-28,45.1%,218-248,46.8%,3-0,100.0%,0,,,,,,,,,,,,QF (3x)
2021,19,5,14,26.3%,13-31,29.5%,162-227,41.6%,1-2,33.3%,0,,,,,,,,,,,,R16 (5x)
2020,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,33.3%,25.0%,2.2%,6.5%,67.4%,48.4%,26.7%,41.3%,40.0%,40.6%,0.68,R128 (Prague)
2019,16,5,11,31.3%,12-22,35.3%,140-180,43.8%,0-3,0.0%,2,50.0%,46.7%,3.1%,6.1%,56.1%,60.0%,44.2%,53.1%,46.6%,50.0%,0.99,R16 (5x)
2018,63,45,18,71.4%,90-41,68.7%,669-526,56.0%,7-4,63.6%,0,,,,,,,,,,,,W (3x)
2017,41,28,13,68.3%,57-36,61.3%,473-404,53.9%,5-5,50.0%,2,73.1%,20.0%,5.9%,7.8%,51.5%,71.4%,42.4%,57.4%,40.3%,49.4%,0.95,W (Istanbul $60K)
2016,45,23,22,51.1%,51-51,50.0%,468-465,50.2%,5-4,55.6%,0,,,,,,,,,,,,W (Antalya $10K)
2015,54,34,20,63.0%,72-49,59.5%,594-499,54.3%,5-2,71.4%,0,,,,,,,,,,,,W (2x)
2014,49,26,23,53.1%,58-56,50.9%,517-510,50.3%,6-5,54.5%,0,,,,,,,,,,,,F (Adana 10K)
2013,65,41,24,63.1%,86-54,61.4%,696-576,54.7%,8-7,53.3%,0,,,,,,,,,,,,W (Istanbul 10K)
2012,71,56,15,78.9%,113-43,72.4%,838-536,61.0%,6-6,50.0%,0,,,,,,,,,,,,W (7x)
2011,12,5,7,41.7%,11-15,42.3%,110-124,47.0%,1-1,50.0%,0,,,,,,,,,,,,QF (2x)
2010,20,12,8,60.0%,25-21,54.3%,197-178,52.5%,1-0,100.0%,0,,,,,,,,,,,,F (Thessaloniki 10K)
2009,11,4,7,36.4%,9-14,39.1%,89-113,44.1%,1-1,50.0%,0,,,,,,,,,,,,SF (Izmir 10K)
2008,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,0,,,,,,,,,,,,R32 (Istanbul-Ted 25K)
Career,537,321,216,59.8%,678-507,57.2%,5677-5028,53.0%,58-43,57.4%,5,58.8%,29.2%,4.6%,7.2%,54.9%,64.4%,41.4%,54.0%,42.0%,48.2%,0.91,
