Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Jurmala R32,L vs Paquet,0.92,0.71,48.4,2.9,-,50.0%,-,40.0%,50.0%,34.4%
2019 W25 Den Haag R32,L vs Pirazhenka,0.93,0.85,59.5,83.7,-,45.7%,-,34.1%,52.1%,57.1%
2019 W25 Rome R16,L vs Ce,0.93,0.71,43.8,2.4,0.0%,50.0%,0.0%,43.3%,42.1%,39.5%
2019 W25 Rome R32,W vs Burnett,1.05,1.45,45.5,2.5,8.7%,52.2%,0.0%,70.0%,59.4%,50.0%
2019 W25 Santa Margherita Di Pula R16,L vs Potocnik,1.01,0.46,34.9,2.1,0.0%,25.0%,0.0%,50.0%,42.1%,15.8%
2019 W25 Santa Margherita Di Pula R32,W vs Dessolis,1.21,1.35,64.1,2.9,0.0%,57.1%,0.0%,46.2%,40.0%,69.2%
2018 Australian Open Q1,L vs Falconi,0.77,0.31,27.3,2.1,0.0%,47.6%,0.0%,21.1%,27.8%,25.0%
2017 Limoges R16,L vs Parmentier,0.85,0.72,42.7,2.4,2.9%,45.7%,5.9%,52.9%,43.6%,42.1%
2017 Limoges R32,W vs Gamiz,1.05,1.05,72.6,2.6,5.8%,59.4%,7.6%,63.6%,37.0%,40.0%
2017 Sant Cugat $25K R32,L vs Udvardy,1.14,0.83,67.3,3.0,3.0%,30.3%,7.1%,39.3%,53.1%,41.4%
2017 Poitiers $100K R16,L vs Wickmayer,0.96,0.61,47.6,2.7,14.7%,55.9%,3.0%,51.5%,23.1%,36.0%
2017 Gstaad R32,L vs Haas,0.93,0.92,85.4,2.7,6.6%,60.7%,3.4%,46.6%,51.0%,40.4%
2017 Izmir $60K R32,W vs Sezer,1.11,1.65,45.4,2.5,6.5%,71.0%,3.7%,59.3%,45.8%,57.9%
2017 Barcelona $60K QF,L vs Hesse,0.91,0.51,38.5,2.3,0.0%,52.0%,5.0%,45.0%,34.6%,23.1%
2017 Barcelona $60K R16,W vs Paigina,1.11,1.29,61.3,3.6,7.9%,44.7%,5.7%,68.6%,44.1%,58.1%
2017 Barcelona $60K R32,W vs Allertova,1.04,1.16,64.6,5.3,4.0%,46.0%,2.0%,46.9%,63.5%,56.0%
2017 Lleida $25K R32,L vs Ruse,0.85,0.57,31.1,2.0,0.0%,39.4%,0.0%,46.9%,48.0%,28.0%
2017 Istanbul QF,L vs Begu,0.97,0.90,69.7,4.9,0.0%,44.2%,2.2%,53.3%,42.0%,54.3%
2017 Istanbul R16,W vs Aksu,1.28,1.91,40.1,2.0,8.3%,58.3%,4.5%,72.7%,51.6%,51.7%
2017 Istanbul R32,W vs Pironkova,1.10,1.37,52.0,2.2,0.0%,62.2%,0.0%,48.6%,45.5%,66.7%
2019 (6 matches),,1.00,0.88,51.1,3.0,1.0%,47.7%,0.0%,45.1%,48.3%,46.0%
2018 (1 matches),,0.77,0.31,27.3,2.1,0.0%,47.6%,0.0%,21.1%,27.8%,25.0%
2017 (39 matches),,1.02,1.10,58.3,2.7,4.3%,56.0%,3.2%,54.4%,47.7%,49.3%
2016 (29 matches),,1.03,1.00,55.5,2.7,2.7%,53.2%,1.1%,49.9%,46.4%,48.1%
2015 (21 matches),,1.02,1.12,61.7,2.8,3.0%,56.0%,1.2%,55.0%,49.2%,48.5%
Career (132 matches),,1.02,1.06,56.5,2.7,3.1%,54.9%,1.9%,53.3%,46.9%,47.9%
