Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2014 Granby 25K QF,L vs Foretz Gacon,50% (9/18),78% (7/9),5/8,50% (9/18),0% (0/9),2/7,0/2,0/0,0/0,0/0
2014 Granby 25K R16,W vs Zhao,70% (7/10),86% (6/7),2/3,40% (4/10),25% (1/4),3/4,0/0,0/0,0/0,0/0
2014 Daytona Beach FL 25K QF,L vs Kiick,50% (5/10),100% (5/5),4/7,70% (7/10),0% (0/7),3/5,0/0,1/1,0/0,0/0
2014 Daytona Beach FL 25K R16,W vs Will,64% (7/11),86% (6/7),2/4,50% (6/12),33% (2/6),4/6,2/2,1/1,1/1,0/0
2014 Daytona Beach FL 25K R32,W vs Abaza,80% (8/10),100% (8/8),5/5,56% (5/9),0% (0/5),3/6,0/2,0/0,0/1,0/0
2013 Poitiers 100K R16,L vs Riske,25% (2/8),0% (0/2),0/3,50% (4/8),0% (0/4),0/0,0/0,0/1,0/0,0/0
2013 Poitiers 100K R32,W vs Dolonc,63% (5/8),80% (4/5),0/1,22% (2/9),50% (1/2),4/4,2/2,0/0,1/1,0/0
2013 Limoges 50K R32,L vs Hradecka,11% (1/9),100% (1/1),0/3,67% (6/9),33% (2/6),1/1,0/0,0/1,0/0,0/1
2013 Albuquerque NM 75K R16,L vs Barrois,33% (3/9),67% (2/3),1/5,56% (5/9),0% (0/5),1/2,0/0,2/2,0/0,0/0
2013 Albuquerque NM 75K R32,W vs Karatantcheva,50% (4/8),100% (4/4),0/1,22% (2/9),50% (1/2),3/4,2/3,0/0,1/1,0/0
2013 Quebec City R32,L vs Mattek Sands,20% (2/10),50% (1/2),0/3,44% (4/9),25% (1/4),1/1,0/0,2/2,0/0,1/1
2013 Toronto R64,L vs Fichman,64% (9/14),67% (6/9),3/9,79% (11/14),18% (2/11),2/5,0/0,1/1,0/0,0/0
2013 Vancouver 100K QF,L vs Nara,33% (3/9),67% (2/3),0/5,80% (8/10),25% (2/8),1/2,0/1,0/1,0/0,0/1
2013 Vancouver 100K R16,W vs Doi,50% (4/8),100% (4/4),0/1,22% (2/9),50% (1/2),3/4,2/3,0/0,1/2,0/0
2013 Vancouver 100K R32,W vs El Tabakh,50% (5/10),80% (4/5),0/2,18% (2/11),0% (0/2),2/3,1/1,1/1,1/1,0/0
2013 Nottingham 50K R16,W vs Whybourn,100% (8/8),88% (7/8),2/2,29% (2/7),0% (0/2),4/6,1/1,0/0,0/0,0/0
2013 Nottingham 50K R32,W vs Foretz Gacon,57% (4/7),100% (4/4),0/0,13% (1/8),100% (1/1),3/3,1/1,0/0,1/1,0/0
2013 Saint Gaudens 50K R32,L vs Kalabina,60% (9/15),89% (8/9),5/9,67% (10/15),10% (1/10),1/6,0/1,1/1,0/0,0/0
2013 Monterrey Q2,W vs Perez,70% (7/10),86% (6/7),2/3,56% (5/9),40% (2/5),3/5,1/2,0/0,0/1,0/0
2013 Monterrey Q1,W vs Sotnikova,55% (6/11),83% (5/6),1/3,27% (3/11),0% (0/3),3/3,0/0,0/0,0/0,0/0
2014 (5 matches),,61.0%,88.9%,66.7%,52.5%,9.7%,53.6%,33.3%,100.0%,50.0%,-
2013 (23 matches),,55.5%,81.9%,33.7%,48.3%,14.3%,59.8%,65.0%,56.3%,66.7%,40.0%
2012 (16 matches),,46.6%,69.5%,26.4%,59.2%,24.5%,50.0%,46.2%,38.5%,50.0%,14.3%
2011 (4 matches),,50.0%,84.2%,25.0%,40.5%,13.3%,75.0%,100.0%,50.0%,-,100.0%
Career (48 matches),,52.6%,79.2%,35.0%,52.1%,17.8%,57.1%,55.0%,51.5%,60.0%,30.8%
