Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2014,2,0,2,0.0%,1-4,20.0%,13-30,30.2%,1-0,100.0%,2,-,-,0.7%,2.8%,59.7%,54.7%,39.7%,48.6%,34.8%,41.8%,0.68,R32 (Quebec City)
2013,3,0,3,0.0%,2-6,25.0%,31-43,41.9%,0-0,-,2,-,-,0.5%,10.2%,62.2%,56.6%,33.8%,48.0%,48.2%,48.1%,0.93,R32 (2x)
2012,16,3,13,18.8%,11-27,28.9%,145-208,41.1%,2-2,50.0%,12,-,-,1.6%,4.4%,67.7%,54.3%,43.0%,50.7%,42.0%,46.4%,0.85,R16 (Eastbourne)
2011,8,4,4,50.0%,10-9,52.6%,89-90,49.7%,1-1,50.0%,7,-,-,3.7%,5.7%,57.6%,58.7%,43.5%,52.3%,45.9%,49.0%,0.96,QF (Washington)
2010,7,1,6,14.3%,5-13,27.8%,74-102,42.0%,1-0,100.0%,6,-,-,1.0%,3.8%,71.3%,57.6%,43.3%,53.5%,38.5%,46.5%,0.83,R16 (Quebec City)
2009,16,6,10,37.5%,13-21,38.2%,142-155,47.8%,0-2,0.0%,10,-,-,0.8%,6.4%,61.6%,58.8%,33.7%,49.2%,39.4%,44.3%,0.77,
2008,24,8,16,33.3%,20-35,36.4%,227-271,45.6%,2-1,66.7%,19,-,-,1.4%,5.0%,66.0%,59.7%,43.7%,54.3%,42.5%,48.3%,0.93,R16 (5x)
2007,8,2,6,25.0%,7-13,35.0%,82-105,43.9%,1-1,50.0%,3,-,-,1.8%,3.7%,66.2%,58.3%,40.2%,52.2%,46.1%,49.0%,0.96,R16 (Quebec City)
2006,12,7,5,58.3%,12-12,50.0%,105-117,47.3%,0-0,-,3,-,-,1.4%,4.7%,62.8%,53.8%,50.9%,52.7%,38.6%,46.1%,0.82,R16 (Montreal)
2005,5,3,2,60.0%,7-5,58.3%,51-49,51.0%,0-0,-,0,,,,,,,,,,,,QF (Quebec City)
2004,3,1,2,33.3%,3-4,42.9%,33-32,50.8%,0-2,0.0%,0,,,,,,,,,,,,R16 (Quebec City)
Career,104,35,69,33.7%,91-149,37.9%,992-1202,45.2%,8-9,47.1%,64,-,-,1.5%,5.1%,64.9%,57.6%,41.5%,51.9%,42.1%,47.0%,0.88,
