Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2012 Australian Open R64,L vs Kerber,21,32,0.7,14.3%,21.8%,20,30,0.7,14.0%,21.0%,,,1.3,21.1%,16.3%
2011 Wimbledon R64,L vs Petkovic,30,17,1.8,16.3%,9.2%,26,16,1.6,15.0%,9.2%,12.1%,2.9%,1.3,19.0%,14.1%
Career (2 matches),,51,49,1.0,15.4%,14.8%,46,46,1.0,14.6%,14.6%,6.6%,1.6%,1.3,19.9%,15.1%
