Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,18,9,9,50.0%,2,0,2,0.0%,2005,2014,R64,11,1.00,1.7%,4.5%,66.5%,58.6%,43.9%,53.7%,46.5%,48.9%,46.0%
Roland Garros,9,Clay,14,5,9,35.7%,3,2,1,66.7%,2005,2013,R128,8,0.96,1.1%,3.4%,71.8%,59.3%,41.7%,54.4%,43.7%,58.3%,37.0%
Wimbledon,9,Grass,16,5,11,31.3%,3,1,2,33.3%,2005,2013,R64,4,0.84,2.0%,3.6%,66.3%,58.7%,35.3%,50.8%,41.4%,46.5%,51.7%
US Open,9,Hard,23,14,9,60.9%,5,2,3,40.0%,2005,2013,R64,7,0.98,2.7%,5.2%,66.8%,60.3%,43.9%,54.9%,44.2%,62.1%,41.5%
Fed Cup,7,,20,12,8,60.0%,1,1,0,100.0%,2004,2012,,0,,,,,,,,,,
Quebec City,12,Hard,17,5,12,29.4%,3,0,3,0.0%,2003,2014,QF,6,0.76,1.2%,4.0%,64.9%,54.2%,47.0%,51.7%,36.8%,52.5%,40.7%
Montreal,7,Hard,11,4,7,36.4%,2,2,0,100.0%,2002,2014,R16,8,0.91,1.4%,4.0%,64.2%,57.6%,49.4%,54.7%,41.2%,46.0%,50.0%
Indian Wells,6,Hard,9,3,6,33.3%,2,1,1,50.0%,2006,2012,R128,3,0.86,1.5%,5.5%,62.3%,58.8%,37.9%,50.9%,42.2%,57.5%,36.7%
Toronto,6,Hard,9,3,6,33.3%,3,2,1,66.7%,2003,2013,R32,6,0.90,2.5%,7.4%,63.6%,58.7%,34.6%,49.9%,44.9%,43.9%,38.3%
Miami,6,Hard,7,1,6,14.3%,1,0,1,0.0%,2007,2012,R128,4,0.84,2.3%,5.1%,72.7%,51.8%,43.5%,49.5%,42.5%,38.5%,58.3%
Auckland,5,Hard,11,6,5,54.5%,1,1,0,100.0%,2009,2013,R32,8,1.14,1.5%,3.4%,69.6%,60.1%,47.2%,56.2%,50.0%,45.7%,63.5%
