Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,65,23,42,35.4%,57-93,38.0%,608-747,44.9%,5-6,45.5%,43,-,-,1.7%,5.5%,63.7%,57.3%,41.4%,51.5%,42.4%,47.0%,0.87
Clay,27,10,17,37.0%,25-36,41.0%,262-299,46.7%,2-3,40.0%,12,-,-,1.1%,4.9%,67.7%,57.4%,41.8%,52.4%,42.8%,47.5%,0.90
Grass,11,2,9,18.2%,9-18,33.3%,114-144,44.2%,1-0,100.0%,9,-,-,1.1%,3.6%,66.7%,59.3%,41.4%,53.3%,40.0%,46.5%,0.86
Carpet,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,0,,,,,,,,,,,
Grand Slams,17,3,14,17.6%,11-29,27.5%,157-218,41.9%,1-2,33.3%,13,-,-,1.3%,4.3%,66.1%,56.8%,39.1%,50.8%,40.7%,45.7%,0.83
Premiers,25,9,16,36.0%,21-36,36.8%,227-297,43.3%,4-3,57.1%,23,-,-,1.5%,5.1%,65.7%,58.4%,41.1%,52.5%,43.3%,47.9%,0.91
Internationals,41,11,30,26.8%,34-65,34.3%,400-509,44.0%,2-4,33.3%,27,-,-,1.6%,5.4%,64.1%,57.2%,42.8%,52.0%,42.3%,47.2%,0.88
Quarter-finals,2,0,2,0.0%,2-4,33.3%,23-32,41.8%,0-1,0.0%,1,-,-,4.3%,6.9%,62.1%,52.8%,40.9%,48.3%,48.7%,48.5%,0.94
vs Righties,89,29,60,32.6%,77-130,37.2%,850-1039,45.0%,7-8,46.7%,57,-,-,1.5%,5.1%,64.8%,57.9%,41.2%,52.0%,42.3%,47.2%,0.88
vs Lefties,10,3,7,30.0%,8-14,36.4%,92-113,44.9%,1-1,50.0%,6,-,-,1.8%,5.3%,64.2%,55.1%,43.4%,50.9%,38.3%,44.8%,0.78
vs Top 10,6,1,5,16.7%,2-11,15.4%,34-76,30.9%,1-0,100.0%,6,-,-,1.1%,7.5%,60.2%,55.5%,35.4%,47.5%,38.5%,43.0%,0.73
