Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2014 Granby 25K QF,L vs Foretz Gacon,0.98,0.88,75.3,20.6,0.0%,54.8%,0.0%,52.6%,34.5%,48.2%
2014 Granby 25K R16,W vs Zhao,1.01,1.39,53.0,2.1,0.0%,53.1%,0.0%,70.4%,61.1%,45.2%
2014 Daytona Beach FL 25K QF,L vs Kiick,0.98,0.71,48.8,2.1,0.0%,42.4%,0.0%,30.8%,42.9%,48.5%
2014 Daytona Beach FL 25K R16,W vs Will,1.10,1.30,53.1,4.4,0.0%,54.3%,0.0%,58.1%,54.8%,48.7%
2014 Daytona Beach FL 25K R32,W vs Abaza,1.05,1.37,43.3,2.1,0.0%,57.7%,0.0%,43.5%,67.7%,60.0%
2013 Poitiers 100K R16,L vs Riske,0.86,0.59,41.2,2.2,4.3%,60.9%,0.0%,42.9%,25.8%,40.7%
2013 Poitiers 100K R32,W vs Dolonc,1.12,1.59,43.5,2.7,3.1%,68.8%,0.0%,58.6%,50.0%,52.0%
2013 Limoges 50K R32,L vs Hradecka,1.01,0.72,62.6,3.1,0.0%,42.1%,0.0%,65.7%,33.3%,33.3%
2013 Albuquerque NM 75K R16,L vs Barrois,0.87,0.60,42.2,2.0,4.0%,48.0%,0.0%,41.7%,41.9%,33.3%
2013 Albuquerque NM 75K R32,W vs Karatantcheva,1.16,1.72,40.8,2.2,0.0%,62.1%,0.0%,65.5%,68.2%,38.1%
2013 Quebec City R32,L vs Mattek Sands,0.85,0.58,38.3,2.0,3.8%,57.7%,0.0%,59.1%,27.6%,29.6%
2013 Toronto R64,L vs Fichman,0.98,0.87,63.2,4.0,0.0%,49.1%,1.8%,43.6%,40.4%,55.3%
2013 Vancouver 100K QF,L vs Nara,0.96,0.71,48.4,3.6,2.5%,52.5%,2.5%,42.5%,35.5%,42.9%
2013 Vancouver 100K R16,W vs Doi,1.17,1.81,41.7,2.0,0.0%,60.7%,0.0%,73.9%,60.6%,41.9%
2013 Vancouver 100K R32,W vs El Tabakh,1.10,1.71,45.3,3.9,0.0%,80.6%,0.0%,60.9%,37.1%,50.0%
2013 Nottingham 50K R16,W vs Whybourn,1.07,1.71,33.7,2.0,4.8%,57.1%,0.0%,61.1%,69.0%,61.5%
2013 Nottingham 50K R32,W vs Foretz Gacon,1.01,2.06,38.4,2.1,0.0%,76.9%,0.0%,72.7%,45.8%,57.1%
2013 Saint Gaudens 50K R32,L vs Kalabina,0.94,0.90,95.7,4.0,0.0%,42.9%,0.0%,51.1%,50.9%,50.9%
2013 Monterrey Q2,W vs Perez,1.15,1.44,46.0,2.3,0.0%,51.5%,0.0%,63.6%,55.9%,50.0%
2013 Monterrey Q1,W vs Sotnikova,1.16,1.33,59.8,3.0,2.6%,53.8%,0.0%,63.2%,37.1%,60.0%
2014 (5 matches),,1.02,1.08,57.7,2.9,0.0%,52.8%,0.0%,52.3%,50.0%,49.7%
2013 (23 matches),,1.01,1.06,57.1,2.7,1.2%,54.6%,0.3%,53.9%,46.8%,49.2%
2012 (16 matches),,1.02,0.91,61.2,3.1,1.4%,52.4%,0.0%,52.1%,42.5%,42.9%
2011 (4 matches),,1.03,1.13,50.4,2.9,-,55.7%,-,57.9%,46.2%,49.3%
Career (48 matches),,1.01,1.01,58.1,2.9,0.9%,53.7%,0.2%,53.4%,45.6%,47.1%
