Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2014 Granby 25K QF,L vs Foretz Gacon,53% (9/17),44% (7/16),1/3,0/2,40% (6/15),0/2,0/1,100% (5/5),40% (2/5)
2014 Granby 25K R16,W vs Zhao,70% (7/10),60% (6/10),2/5,1/1,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2014 Daytona Beach FL 25K QF,L vs Kiick,100% (3/3),45% (5/11),0/0,0/0,30% (3/10),1/3,0/1,20% (1/5),25% (1/4)
2014 Daytona Beach FL 25K R16,W vs Will,47% (8/17),43% (6/14),2/5,1/1,60% (6/10),0/1,0/0,- (0/0),- (0/0)
2014 Daytona Beach FL 25K R32,W vs Abaza,67% (4/6),80% (8/10),2/4,1/1,38% (3/8),0/0,0/0,- (0/0),- (0/0)
2013 Poitiers 100K R16,L vs Riske,100% (4/4),0% (0/2),0/0,0/0,20% (1/5),2/4,2/3,- (0/0),- (0/0)
2013 Poitiers 100K R32,W vs Dolonc,73% (8/11),50% (4/8),2/3,1/2,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2013 Limoges 50K R32,L vs Hradecka,71% (5/7),100% (1/1),0/1,0/0,60% (6/10),2/4,1/2,50% (4/8),38% (3/8)
2013 Albuquerque NM 75K R16,L vs Barrois,50% (4/8),40% (2/5),0/0,0/0,17% (1/6),1/3,0/1,- (0/0),- (0/0)
2013 Albuquerque NM 75K R32,W vs Karatantcheva,62% (8/13),100% (4/4),2/3,1/2,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2013 Quebec City R32,L vs Mattek Sands,75% (6/8),25% (1/4),0/0,0/0,57% (4/7),1/3,1/2,- (0/0),- (0/0)
2013 Toronto R64,L vs Fichman,29% (5/17),50% (6/12),1/2,0/0,53% (10/19),2/4,0/1,- (0/0),- (0/0)
2013 Vancouver 100K QF,L vs Nara,31% (4/13),50% (2/4),0/0,0/0,60% (9/15),1/3,1/2,- (0/0),- (0/0)
2013 Vancouver 100K R16,W vs Doi,62% (8/13),44% (4/9),2/4,1/2,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2013 Vancouver 100K R32,W vs El Tabakh,90% (9/10),57% (4/7),2/2,1/1,0% (0/2),3/3,0/0,- (0/0),- (0/0)
2013 Nottingham 50K R16,W vs Whybourn,56% (5/9),64% (7/11),2/3,1/2,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2013 Nottingham 50K R32,W vs Foretz Gacon,57% (8/14),57% (4/7),2/5,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2013 Saint Gaudens 50K R32,L vs Kalabina,67% (6/9),73% (8/11),1/2,0/0,44% (7/16),4/6,4/5,33% (2/6),50% (3/6)
2013 Monterrey Q2,W vs Perez,67% (6/9),60% (6/10),2/3,1/2,73% (8/11),0/0,0/0,- (0/0),- (0/0)
2013 Monterrey Q1,W vs Sotnikova,67% (8/12),56% (5/9),2/2,1/1,63% (5/8),0/0,0/0,- (0/0),- (0/0)
2014 (5 matches),,58.5%,52.5%,41.2%,60.0%,41.7%,16.7%,0.0%,60.0%,33.3%
2013 (23 matches),,55.1%,57.1%,59.6%,63.2%,49.7%,51.0%,50.0%,40.0%,45.0%
2012 (16 matches),,50.3%,44.2%,56.0%,55.6%,57.4%,53.8%,52.2%,50.0%,41.9%
2011 (4 matches),,60.0%,45.7%,50.0%,42.9%,56.7%,50.0%,66.7%,60.0%,66.7%
Career (48 matches),,54.0%,51.4%,54.5%,57.5%,52.5%,50.4%,50.0%,49.2%,43.9%
