Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,6,0,6,0.0%,2,0,2,0.0%,2015,2022,R128,4,0.84,3.0%,5.3%,56.0%,55.9%,37.7%,47.9%,43.8%,55.6%,34.9%
Roland Garros,10,Clay,24,14,10,58.3%,7,5,2,71.4%,2012,2022,R16,18,0.97,1.4%,3.8%,67.3%,58.5%,49.3%,55.5%,43.1%,52.1%,43.3%
Wimbledon,9,Grass,11,2,9,18.2%,1,0,1,0.0%,2012,2022,R128,5,0.85,1.0%,5.8%,66.7%,60.2%,41.6%,54.0%,38.9%,57.6%,45.7%
US Open,9,Hard,14,5,9,35.7%,4,2,2,50.0%,2012,2021,R128,12,0.93,1.5%,4.2%,60.5%,61.2%,45.0%,54.8%,42.1%,54.6%,47.9%
Olympics,3,,3,0,3,0.0%,1,1,0,100.0%,2012,2021,R64,2,0.84,0.0%,1.7%,66.3%,56.8%,45.0%,52.8%,39.4%,54.5%,13.0%
Fed Cup,13,,48,35,13,72.9%,7,4,3,57.1%,2006,2020,,16,1.09,1.7%,5.8%,61.3%,63.9%,46.2%,57.0%,46.6%,54.2%,51.2%
Acapulco,5,Hard,10,5,5,50.0%,5,3,2,60.0%,2012,2020,QF,10,1.01,1.9%,4.1%,62.0%,62.8%,47.0%,56.8%,43.6%,55.7%,59.4%
Newport Beach,2,Hard,4,2,2,50.0%,1,0,1,0.0%,2019,2020,R16,4,0.97,1.8%,3.9%,62.1%,57.5%,56.6%,57.1%,41.7%,56.3%,53.6%
Auckland,2,Hard,3,1,2,33.3%,0,0,0,-,2018,2020,R16,3,0.89,1.8%,0.6%,67.3%,56.6%,47.3%,53.6%,41.1%,38.9%,38.1%
Nottingham,2,Grass,3,1,2,33.3%,1,0,1,0.0%,2018,2019,R32,3,0.91,1.4%,5.5%,68.2%,59.5%,52.2%,57.1%,38.9%,55.6%,66.7%
Montreal,3,Hard,4,1,3,25.0%,1,0,1,0.0%,2014,2018,Q2,4,0.78,1.5%,7.7%,63.1%,48.8%,34.7%,43.6%,44.1%,30.8%,36.7%
Eastbourne,2,Grass,5,2,3,40.0%,1,0,1,0.0%,2017,2018,R32,5,0.93,3.7%,2.3%,68.5%,58.6%,47.3%,55.0%,41.9%,58.1%,38.6%
