Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,R64 (Tokyo Olympics)
2020,3,3,0,100.0%,6-0,100.0%,36-15,70.6%,0-0,-,3,69.2%,72.0%,3.2%,5.8%,61.7%,63.2%,49.2%,57.8%,59.5%,58.7%,1.41,
2019,4,3,1,75.0%,6-2,75.0%,42-28,60.0%,1-0,100.0%,4,74.3%,41.2%,2.0%,4.8%,61.2%,69.9%,45.4%,60.4%,46.1%,53.6%,1.16,
2018,22,6,16,27.3%,18-34,34.6%,228-279,45.0%,4-4,50.0%,22,62.8%,26.9%,1.8%,4.8%,62.4%,61.4%,46.3%,55.7%,40.4%,48.3%,0.91,QF (Acapulco)
2017,30,15,15,50.0%,34-39,46.6%,316-343,48.0%,3-3,50.0%,29,61.4%,36.5%,1.5%,5.5%,63.3%,59.6%,45.3%,54.3%,44.1%,49.3%,0.97,QF (2x)
2016,15,6,9,40.0%,15-21,41.7%,173-182,48.7%,1-3,25.0%,15,61.7%,35.8%,1.6%,3.0%,67.6%,58.5%,46.9%,54.7%,44.0%,49.3%,0.97,QF (Mallorca)
2015,9,5,4,55.6%,12-9,57.1%,101-89,53.2%,1-1,50.0%,6,64.1%,45.2%,1.5%,4.2%,59.9%,61.2%,51.2%,57.2%,47.1%,52.1%,1.10,QF (Rio de Janeiro)
2014,7,3,4,42.9%,7-8,46.7%,63-74,46.0%,1-0,100.0%,3,-,-,1.3%,4.9%,64.4%,58.6%,38.8%,51.6%,41.3%,46.4%,0.85,R16 (Rio de Janeiro)
2013,3,2,1,66.7%,4-3,57.1%,35-30,53.8%,0-0,-,0,,,,,,,,,,,,
2012,6,5,1,83.3%,11-3,78.6%,76-48,61.3%,1-0,100.0%,1,-,-,0.0%,1.8%,70.2%,57.5%,52.9%,56.1%,40.7%,47.3%,0.93,
2011,4,2,2,50.0%,4-4,50.0%,32-35,47.8%,0-0,-,0,,,,,,,,,,,,
2010,4,4,0,100.0%,8-1,88.9%,49-23,68.1%,0-0,-,0,,,,,,,,,,,,
2009,3,2,1,66.7%,4-4,50.0%,32-38,45.7%,1-0,100.0%,0,,,,,,,,,,,,
2007,4,4,0,100.0%,8-1,88.9%,48-18,72.7%,0-0,-,0,,,,,,,,,,,,
2006,3,1,2,33.3%,2-4,33.3%,15-24,38.5%,0-0,-,0,,,,,,,,,,,,
Career,118,61,57,51.7%,139-135,50.7%,1253-1238,50.3%,13-11,54.2%,83,62.9%,35.3%,1.6%,4.7%,63.7%,60.4%,46.3%,55.2%,43.6%,49.5%,0.98,
