Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,1,0,1,0.0%,1-2,33.3%,13-12,52.0%,0-0,-,0,,,,,,,,,,,,R32 (W60+H Bendigo)
2021,28,14,14,50.0%,33-29,53.2%,311-281,52.5%,6-2,75.0%,3,58.1%,38.7%,0.0%,3.8%,70.5%,59.7%,48.1%,56.3%,45.4%,50.5%,1.04,F (W60+H Santiago)
2020,9,4,5,44.4%,11-11,50.0%,105-108,49.3%,3-1,75.0%,3,62.5%,33.3%,1.5%,3.9%,63.7%,58.8%,46.8%,54.4%,42.3%,48.7%,0.93,R16 (4x)
2019,55,36,19,65.5%,80-49,62.0%,659-500,56.9%,4-8,33.3%,5,77.6%,43.8%,2.3%,5.3%,65.0%,64.5%,55.7%,61.4%,46.8%,54.0%,1.21,F (W25 Irapuato)
2018,21,13,8,61.9%,27-20,57.4%,229-206,52.6%,4-1,80.0%,0,,,,,,,,,,,,F (2x)
2017,6,4,2,66.7%,9-5,64.3%,82-66,55.4%,0-2,0.0%,0,,,,,,,,,,,,F (Trnava $100K)
2016,20,10,10,50.0%,21-25,45.7%,205-224,47.8%,2-2,50.0%,2,78.9%,21.1%,2.4%,3.2%,67.2%,61.9%,56.1%,60.0%,36.9%,48.2%,0.92,F (Albuquerque NM $75K)
2015,36,21,15,58.3%,46-40,53.5%,406-372,52.2%,4-3,57.1%,0,,,,,,,,,,,,W (Santiago $25K)
2014,34,18,16,52.9%,44-37,54.3%,398-374,51.6%,5-7,41.7%,0,,,,,,,,,,,,W (Medellin 50K)
2013,54,37,17,68.5%,78-42,65.0%,610-485,55.7%,5-4,55.6%,0,,,,,,,,,,,,W (2x)
2012,39,24,15,61.5%,51-34,60.0%,426-355,54.5%,9-3,75.0%,0,,,,,,,,,,,,W (Asuncion 25K)
2011,70,54,16,77.1%,112-50,69.1%,866-598,59.2%,9-6,60.0%,0,,,,,,,,,,,,W (4x)
2010,34,27,7,79.4%,55-20,73.3%,400-264,60.2%,3-2,60.0%,0,,,,,,,,,,,,W (2x)
2009,27,23,4,85.2%,49-11,81.7%,338-173,66.1%,2-2,50.0%,0,,,,,,,,,,,,W (3x)
2008,14,6,8,42.9%,17-19,47.2%,162-175,48.1%,2-1,66.7%,0,,,,,,,,,,,,QF (Montevideo 10K)
2007,12,4,8,33.3%,8-19,29.6%,87-135,39.2%,0-0,-,0,,,,,,,,,,,,QF (Cordoba 10K)
2006,2,1,1,50.0%,2-2,50.0%,17-15,53.1%,0-0,-,0,,,,,,,,,,,,R16 (Luque 10K)
Career,462,296,166,64.1%,644-415,60.8%,5314-4343,55.0%,58-44,56.9%,13,69.1%,36.5%,1.6%,4.3%,66.1%,61.4%,51.5%,58.0%,43.8%,50.9%,1.04,
