Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,47,20,27,42.6%,45-64,41.3%,445-523,46.0%,5-2,71.4%,36,58.7%,35.9%,1.8%,5.6%,60.9%,58.9%,44.5%,53.3%,44.3%,48.8%,0.95
Clay,61,38,23,62.3%,84-55,60.4%,685-574,54.4%,6-7,46.2%,37,65.2%,37.5%,1.7%,4.1%,64.3%,61.2%,47.6%,56.4%,44.6%,50.5%,1.02
Grass,10,3,7,30.0%,10-16,38.5%,123-141,46.6%,2-2,50.0%,10,70.5%,26.7%,1.0%,3.6%,69.8%,61.8%,47.9%,57.6%,38.7%,48.3%,0.91
Grand Slams,12,4,8,33.3%,13-18,41.9%,134-151,47.0%,2-1,66.7%,12,71.4%,21.4%,1.7%,4.9%,64.9%,60.7%,46.0%,55.5%,41.4%,48.6%,0.93
Premiers,10,2,8,20.0%,7-18,28.0%,109-136,44.5%,1-2,33.3%,10,58.7%,30.6%,1.2%,4.0%,65.8%,57.2%,48.3%,54.2%,42.4%,48.2%,0.92
Internationals,41,19,22,46.3%,45-52,46.4%,446-473,48.5%,4-5,44.4%,39,62.1%,38.0%,1.7%,4.3%,64.2%,60.2%,46.4%,55.3%,44.3%,49.8%,0.99
Quarter-finals,5,0,5,0.0%,1-10,9.1%,33-65,33.7%,0-0,-,4,47.5%,23.8%,1.3%,6.4%,60.9%,57.3%,35.9%,48.9%,40.1%,44.2%,0.78
vs Righties,93,43,50,46.2%,99-116,46.0%,941-998,48.5%,9-7,56.3%,70,61.3%,35.9%,1.6%,4.7%,63.3%,59.6%,45.4%,54.4%,43.8%,49.2%,0.96
vs Lefties,20,14,6,70.0%,32-16,66.7%,252-211,54.4%,4-3,57.1%,11,73.9%,29.4%,1.7%,4.5%,65.0%,65.4%,51.6%,60.6%,41.7%,51.1%,1.06
vs Top 10,6,0,6,0.0%,2-12,14.3%,47-79,37.3%,0-1,0.0%,5,57.1%,15.0%,1.3%,6.0%,61.3%,59.4%,45.9%,54.2%,36.8%,45.9%,0.80
