Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2023-05-29),917,20,,,,,,,,,,,,
2022,834,23,,,,,,,,,,,,
2021,194,353,200,1495,191,1464,172,1485,175,1413,,,,
2020,175,409,138,1561,140,1506,112,1566,,,858,36,,
2019,151,404,167,1584,176,1530,136,1562,147,1473,813,36,,
2018,138,435,143,1605,147,1561,103,1601,146,1465,613,38,,
2017,75,800,116,1655,137,1567,83,1650,109,1544,162,458,,
2016,129,472,171,1529,182,1451,125,1549,143,1470,110,650,,
2015,141,399,167,1519,194,1405,135,1532,165,1402,146,464,,
2014,164,318,226,1450,240,1366,173,1471,174,1355,133,556,,
2013,189,335,263,1388,265,1345,220,1402,208,1346,173,414,,
2012,195,315,192,1513,204,1446,137,1561,159,1436,268,224,,
2011,208,290,,,,,,,,,285,240,,
2010,493,66,,,,,,,,,487,82,,
2009,534,50,,,,,,,,,,,,
2008,851,10,,,,,,,,,,,,
2007,969,5,,,,,,,,,,,,
