Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,4,2,2,50.0%,5-4,55.6%,50-45,52.6%,2-1,66.7%,0,,,,,,,,,,,
Clay,14,8,6,57.1%,18-12,60.0%,147-118,55.5%,3-0,100.0%,3,58.1%,38.7%,0.0%,3.8%,70.5%,59.7%,48.1%,56.3%,45.4%,50.5%,1.04
Finals,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,
Semi-finals,2,1,1,50.0%,2-2,50.0%,18-19,48.6%,0-0,-,0,,,,,,,,,,,
Quarter-finals,3,2,1,66.7%,4-2,66.7%,34-21,61.8%,0-1,0.0%,0,,,,,,,,,,,
vs Righties,11,4,7,36.4%,11-14,44.0%,115-121,48.7%,3-1,75.0%,3,58.1%,38.7%,0.0%,3.8%,70.5%,59.7%,48.1%,56.3%,45.4%,50.5%,1.04
vs Lefties,4,3,1,75.0%,6-2,75.0%,45-28,61.6%,1-0,100.0%,0,,,,,,,,,,,
