Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W80 Biarritz R16,W vs Yerolymos,0.97,1.15,64.6,3.8,-,53.3%,-,52.6%,53.8%,58.0%
2019 W100 Ilkley QF,L vs Cepelova,0.93,0.88,63.6,2.1,-,44.4%,-,53.7%,47.8%,48.8%
2019 W100 Ilkley R16,W vs Linette,1.04,1.44,56.8,2.4,-,60.6%,-,73.3%,51.5%,40.6%
2019 W100 Ilkley Q1,W vs Dolehide,1.24,1.57,48.2,2.4,-,69.0%,-,68.0%,37.9%,42.3%
2019 W100 Bonita Springs FL R16,W vs Kratzer,1.08,1.22,75.1,2.6,4.7%,72.1%,2.3%,53.5%,34.1%,50.0%
2019 W100 Bonita Springs FL R32,W vs Dolehide,0.98,1.41,55.0,2.0,0.0%,66.7%,0.0%,55.2%,65.5%,46.2%
2019 W100 Charleston SC R16,L vs Gauff,0.89,0.65,43.2,3.1,3.3%,36.7%,0.0%,44.4%,45.8%,41.7%
2019 W100 Charleston SC R32,W vs Osaka,1.14,1.19,67.7,11.3,0.0%,57.6%,0.0%,47.3%,47.8%,51.3%
2019 W25 Curitiba R16,L vs Grabher,0.95,0.90,74.0,4.0,0.0%,58.1%,0.0%,44.1%,38.0%,54.2%
2019 W25 Curitiba R32,W vs Grymalska,1.04,1.60,37.2,2.1,0.0%,47.6%,0.0%,73.7%,74.2%,48.3%
2019 W25 Sao Paulo QF,W vs Halbauer,1.06,4.05,35.5,2.0,0.0%,77.8%,6.7%,93.3%,50.0%,66.7%
2019 W25 Sao Paulo R32,W vs Pieri,1.11,1.59,42.8,2.0,0.0%,58.1%,0.0%,70.0%,44.4%,60.0%
2019 W25 Irapuato SF,W vs Swan,0.99,1.31,58.0,2.4,-,63.4%,-,64.9%,45.3%,50.0%
2019 W25 Irapuato QF,W vs Jaksic,1.05,1.43,54.4,2.6,0.0%,63.2%,0.0%,47.2%,66.7%,54.2%
2019 W25 Irapuato R16,W vs Gamiz,1.19,4.25,33.6,2.1,9.5%,81.0%,0.0%,88.2%,64.0%,47.8%
2019 W25 Irapuato R32,W vs Scholl,1.00,1.58,36.2,2.4,4.2%,66.7%,4.8%,47.6%,64.3%,69.2%
2019 Acapulco Q1,L vs Bara,0.85,0.76,59.9,2.5,2.8%,72.2%,0.0%,50.0%,26.5%,42.4%
2019 Fed Cup RR,L vs Haddad Maia,0.97,0.61,42.3,2.2,6.1%,45.5%,3.4%,51.7%,25.0%,41.7%
2019 Fed Cup RR,W vs Zarazua,1.12,1.68,41.2,2.2,3.7%,59.3%,4.2%,66.7%,63.0%,48.0%
2019 Fed Cup RR,W vs Arango,1.07,1.56,46.0,2.3,0.0%,63.6%,0.0%,66.7%,56.0%,45.8%
2019 (25 matches),,1.02,1.20,55.9,2.6,2.5%,59.9%,0.8%,56.9%,48.2%,49.3%
2018 (26 matches),,1.00,0.91,62.5,2.7,3.1%,54.5%,1.5%,55.6%,42.4%,39.2%
2017 (47 matches),,1.06,1.08,59.9,3.0,1.5%,57.2%,1.4%,54.2%,46.1%,44.4%
2016 (48 matches),,1.02,1.00,57.2,2.7,1.7%,54.1%,1.0%,55.7%,43.3%,45.4%
2015 (26 matches),,0.98,1.06,62.6,3.1,1.3%,57.6%,0.3%,54.9%,47.6%,47.1%
Career (218 matches),,1.02,1.05,59.2,2.8,1.8%,56.1%,1.1%,55.2%,45.8%,45.2%
