Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,14,10,4,71.4%,23-9,71.9%,166-129,56.3%,2-0,100.0%,14,82.2%,29.9%,5.2%,2.3%,64.7%,69.8%,55.8%,64.8%,41.7%,53.2%,1.19,W (Pune)
2025,40,24,16,60.0%,50-37,57.5%,456-399,53.3%,9-9,50.0%,40,78.3%,28.0%,4.3%,3.5%,61.5%,70.0%,49.1%,62.0%,40.2%,51.3%,1.06,F (3x)
2024,14,4,10,28.6%,10-22,31.3%,143-177,44.7%,1-2,33.3%,14,68.8%,21.3%,4.2%,3.4%,57.8%,65.2%,52.0%,59.6%,37.1%,48.0%,0.92,QF (Matsuyama)
Career,68,38,30,55.9%,83-68,55.0%,765-705,52.0%,12-11,52.2%,68,77.0%,26.9%,4.5%,3.2%,61.4%,69.0%,50.9%,62.1%,39.8%,51.0%,1.05,
