Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),208,285,194,1577,176,1557,190,1518,,,,,,
2025,236,240,276,1489,264,1459,226,1472,,,,,,
2024,522,73,420,1290,393,1286,398,1213,,,629,75,,
2023,1850,1,,,,,,,,,,,,
2022,1650,1,,,,,,,,,,,,
