Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2015 Singapore RR,W vs Radwanska,78.1%,49.1%,4.1%,1/2,2.03,8.7%,75.0%,44.4%,0.0%,1.98,15.4%,84.0%,57.1%,12.0%,2.09,0.0%
2015 Singapore RR,L vs Halep,78.0%,21.9%,0.0%,0/0,2.22,9.3%,75.0%,27.8%,0.0%,2.15,18.2%,87.5%,14.3%,0.0%,2.30,0.0%
2015 Moscow R16,W vs Saville,82.0%,54.0%,4.9%,1/2,2.30,11.3%,84.4%,40.7%,3.1%,2.09,10.0%,95.8%,69.6%,8.3%,2.58,13.0%
2015 Beijing R32,W vs Pereira,85.0%,60.3%,3.8%,1/2,2.42,5.4%,86.0%,59.5%,2.3%,2.41,12.5%,91.2%,61.3%,5.9%,2.42,0.0%
2015 US Open F,W vs Vinci,76.7%,58.9%,2.7%,2/0,2.14,46.7%,72.3%,61.8%,0.0%,2.14,61.5%,88.0%,54.5%,8.0%,2.15,19.0%
2015 US Open SF,W vs Halep,86.7%,61.5%,4.4%,2/0,2.43,5.9%,96.8%,60.0%,3.2%,2.51,8.7%,81.8%,66.7%,9.1%,2.25,0.0%
2015 US Open QF,W vs Kvitova,73.7%,54.8%,8.8%,2/8,2.55,1.6%,76.4%,54.5%,5.6%,2.54,2.6%,87.9%,55.2%,18.2%,2.56,0.0%
2015 Eastbourne R32,L vs Kuznetsova,53.3%,40.6%,6.7%,3/1,2.51,12.2%,44.1%,33.3%,0.0%,2.57,23.8%,73.9%,47.1%,17.4%,2.44,0.0%
2015 Roland Garros R16,L vs Muguruza,81.4%,45.6%,5.7%,0/4,2.95,0.0%,91.9%,41.2%,5.4%,2.88,0.0%,74.2%,52.2%,6.5%,3.15,0.0%
2015 Rome R64,L vs Svitolina,74.0%,43.2%,4.0%,0/2,2.30,3.8%,63.3%,42.1%,3.3%,2.21,5.9%,94.7%,44.4%,5.3%,2.48,0.0%
2015 Marrakech R16,W vs Siegemund,78.5%,58.9%,8.6%,2/6,2.35,16.7%,86.9%,54.7%,1.6%,2.23,19.2%,76.9%,70.0%,26.9%,2.51,13.2%
2015 Miami R16,L vs Halep,78.8%,42.3%,0.0%,0/0,2.25,0.0%,86.4%,44.7%,0.0%,2.16,0.0%,77.8%,35.7%,0.0%,2.42,0.0%
2015 Indian Wells R64,W vs Brengle,86.6%,48.3%,0.0%,0/0,2.22,19.5%,84.6%,48.5%,0.0%,2.24,28.6%,92.6%,48.0%,0.0%,2.18,0.0%
2015 Doha R32,W vs Kuznetsova,71.1%,50.8%,6.0%,5/0,2.17,7.7%,81.3%,59.0%,2.1%,2.06,13.9%,69.0%,35.0%,13.8%,2.31,0.0%
2014 Sofia F,L vs Petkovic,77.6%,48.7%,10.2%,5/5,2.38,6.8%,80.0%,48.2%,2.9%,2.16,12.5%,87.0%,50.0%,34.8%,2.66,0.0%
2014 Sofia SF,W vs Suarez Navarro,79.3%,60.9%,5.2%,3/0,2.24,15.5%,88.9%,62.5%,0.0%,2.03,29.0%,77.8%,57.1%,16.7%,2.48,0.0%
2014 Sofia RR,L vs Muguruza,66.7%,54.5%,10.1%,3/7,2.92,1.5%,65.4%,52.9%,5.8%,2.99,2.7%,84.2%,56.3%,18.4%,2.83,0.0%
2014 US Open QF,L vs Williams,58.9%,54.5%,10.7%,4/2,2.48,2.6%,53.1%,47.1%,3.1%,2.15,5.3%,76.2%,62.5%,23.8%,2.81,0.0%
2014 Indian Wells F,W vs Radwanska,75.0%,64.3%,5.4%,2/1,2.14,20.5%,80.0%,67.9%,2.9%,1.93,44.4%,82.4%,57.1%,11.8%,2.31,0.0%
2014 Australian Open R32,W vs Barthel,68.5%,64.0%,12.3%,7/2,2.27,0.0%,78.6%,66.7%,7.1%,2.20,0.0%,70.8%,58.8%,25.0%,2.33,0.0%
Career (26 matches),,76.3%,52.4%,5.9%,50.0%,2.37,12.6%,78.9%,50.3%,2.3%,2.28,18.6%,84.1%,55.9%,13.2%,2.48,5.6%
