Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2015 Singapore RR,W vs Radwanska,0.0%,-,10.1%,71.4%,9.0%,16.7%,0.0%,14.3%,50.0%,1.6%,25.0%,-12,17
2015 Singapore RR,L vs Halep,0.0%,-,7.5%,85.7%,3.8%,7.1%,0.0%,3.8%,25.0%,0.4%,0.0%,-6,-24
2015 Moscow R16,W vs Saville,0.0%,-,13.3%,76.5%,12.6%,12.0%,100.0%,5.2%,18.2%,0.8%,50.0%,-2,-9
2015 Beijing R32,W vs Pereira,0.0%,-,6.1%,70.0%,6.6%,5.3%,0.0%,5.0%,27.3%,0.3%,0.0%,-8,8
2015 US Open F,W vs Vinci,0.0%,-,10.8%,75.0%,7.6%,16.1%,0.0%,9.4%,42.1%,1.1%,0.0%,-73,-66
2015 US Open SF,W vs Halep,0.0%,-,11.8%,63.6%,9.3%,16.7%,0.0%,7.7%,37.5%,1.2%,0.0%,-74,-53
2015 US Open QF,W vs Kvitova,0.0%,-,2.9%,33.3%,7.6%,16.7%,0.0%,11.1%,42.9%,1.9%,40.0%,-73,-65
2015 Eastbourne R32,L vs Kuznetsova,0.0%,-,7.3%,77.8%,14.9%,28.6%,0.0%,13.2%,50.0%,0.7%,0.0%,33,48
2015 Roland Garros R16,L vs Muguruza,0.0%,-,2.4%,66.7%,8.6%,6.7%,0.0%,6.7%,36.4%,0.4%,0.0%,-140,-115
2015 Rome R64,L vs Svitolina,0.0%,-,8.9%,60.0%,4.7%,12.5%,0.0%,7.0%,15.8%,1.2%,0.0%,-35,-68
2015 Marrakech R16,W vs Siegemund,0.0%,-,11.5%,68.0%,16.2%,36.4%,0.0%,8.2%,33.3%,0.6%,0.0%,-22,-9
2015 Miami R16,L vs Halep,0.0%,-,3.8%,80.0%,3.0%,6.8%,0.0%,4.9%,30.0%,0.3%,0.0%,-47,-46
2015 Indian Wells R64,W vs Brengle,0.0%,-,14.4%,82.4%,11.5%,36.8%,100.0%,7.0%,25.0%,1.8%,40.0%,-34,-33
2015 Doha R32,W vs Kuznetsova,0.0%,-,5.8%,70.0%,15.4%,24.0%,0.0%,17.9%,44.4%,0.3%,0.0%,-10,4
2014 Sofia F,L vs Petkovic,0.0%,-,9.5%,83.3%,8.9%,16.3%,0.0%,8.1%,45.5%,2.3%,22.2%,-65,-61
2014 Sofia SF,W vs Suarez Navarro,0.0%,-,9.3%,75.0%,6.7%,8.5%,100.0%,17.9%,37.5%,1.4%,25.0%,-2,0
2014 Sofia RR,L vs Muguruza,0.0%,-,3.8%,57.1%,9.4%,21.7%,0.0%,8.3%,36.4%,0.4%,0.0%,-15,-24
2014 US Open QF,L vs Williams,0.0%,-,0.9%,0.0%,8.0%,12.5%,0.0%,15.6%,25.0%,0.8%,0.0%,29,38
2014 Indian Wells F,W vs Radwanska,0.0%,-,9.1%,80.0%,10.9%,14.3%,0.0%,6.5%,33.3%,1.4%,66.7%,43,51
2014 Australian Open R32,W vs Barthel,0.0%,-,1.6%,100.0%,23.3%,75.0%,0.0%,3.6%,0.0%,0.0%,-,-88,-33
Career (26 matches),,0.1%,100.0%,7.9%,72.8%,8.6%,15.4%,23.5%,8.1%,28.4%,1.0%,23.0%,-39,-34
