Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2015 US Open F,W vs Vinci,91.1,100.0,5.7,,,109,85,74.7,4.5,,,87,65
2015 US Open SF,W vs Halep,92.3,98.7,6.7,,,107,73,77.2,5.2,,,89,69
2015 US Open QF,W vs Kvitova,90.7,97.7,4.6,,,106,90,78.9,5.0,,,87,64
2015 US Open R16,W vs Stosur,92.2,100.1,4.4,,,108,92,79.9,5.4,,,90,69
2015 US Open R32,W vs Cetkovska,90.8,99.9,5.8,,,109,89,76.8,5.5,,,87,66
2015 US Open R64,W vs Niculescu,87.2,98.3,6.0,,,107,82,73.2,4.2,,,80,61
2015 Roland Garros R16,L vs Muguruza,90.9,95.1,4.7,,,106,88,82.9,5.9,,,94,74
2015 Roland Garros R32,W vs Suarez Navarro,88.6,95.1,5.8,,,104,82,74.6,4.1,,,80,63
2015 Roland Garros R64,W vs Rybarikova,87.5,94.4,6.0,,,105,80,75.7,4.7,,,88,70
2015 Roland Garros R128,W vs Linette,85.5,92.6,7.3,,,103,64,74.1,4.4,,,88,66
2015 Australian Open R128,L vs Giorgi,91.7,98.4,5.5,,,107,79,81.7,5.0,,,89,71
2014 US Open QF,L vs Williams,91.8,100.4,4.7,,,107,91,78.9,5.0,,,90,71
2014 US Open R16,W vs Dellacqua,89.7,100.8,5.3,,,109,88,77.7,4.3,,,86,70
2014 US Open R32,W vs Gibbs,84.3,95.2,6.2,,,107,84,74.3,4.2,,,84,67
2014 US Open R64,W vs Rogers,86.1,94.7,10.1,,,108,70,74.6,5.1,,,87,68
2014 US Open R128,W vs Goerges,87.6,96.4,8.4,,,108,66,75.3,4.7,,,85,67
2014 Wimbledon R64,L vs Davis,94.5,100.7,5.4,,,109,82,85.1,3.5,,,93,78
2014 Roland Garros R64,L vs Larsson,86.7,94.1,7.8,,,106,74,73.0,4.3,,,80,64
2014 Australian Open QF,L vs Li,87.9,,,,,106,,,,,,,69
2014 Australian Open R16,W vs Kerber,90.7,,,,,109,,,,,,,69
Career (43 matches),,89.5,97.8,5.8,,,112,64,77.8,4.6,,,94,61
