Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,388,232,156,59.8%,517-366,58.6%,4332-3802,53.3%,46-32,59.0%,275,66.8%,34.1%,4.7%,5.1%,54.4%,65.3%,47.5%,57.2%,45.4%,51.3%,1.06
Clay,266,175,91,65.8%,383-221,63.4%,3036-2416,55.7%,23-24,48.9%,145,58.3%,49.0%,3.2%,4.8%,57.3%,63.8%,44.5%,55.6%,48.5%,52.0%,1.09
Grass,55,28,27,50.9%,61-61,50.0%,575-543,51.4%,5-7,41.7%,45,77.8%,0.0%,4.6%,5.4%,56.1%,68.2%,47.0%,58.9%,42.9%,50.8%,1.04
Carpet,8,4,4,50.0%,10-9,52.6%,96-89,51.9%,1-2,33.3%,6,-,-,6.1%,7.3%,57.5%,63.9%,45.8%,56.2%,46.3%,51.0%,1.06
Grand Slams,127,79,48,62.2%,178-119,59.9%,1469-1200,55.0%,9-12,42.9%,112,64.5%,49.2%,4.1%,4.8%,54.6%,66.9%,45.8%,57.3%,46.6%,51.9%,1.09
Premiers,223,117,106,52.5%,267-233,53.4%,2348-2219,51.4%,18-24,42.9%,176,62.8%,28.8%,4.5%,5.1%,55.4%,63.9%,46.9%,56.3%,44.2%,50.3%,1.01
Internationals,257,174,83,67.7%,374-202,64.9%,2958-2306,56.2%,27-19,58.7%,126,59.5%,52.6%,3.8%,5.5%,56.6%,65.5%,46.4%,57.2%,49.1%,53.1%,1.15
Finals,25,11,14,44.0%,25-31,44.6%,262-264,49.8%,2-5,28.6%,13,-,-,3.2%,4.4%,57.4%,62.1%,41.6%,53.4%,45.9%,49.6%,0.98
Semi-finals,50,25,25,50.0%,58-53,52.3%,510-481,51.5%,5-2,71.4%,31,-,-,3.3%,4.4%,57.9%,60.7%,44.1%,53.7%,46.2%,49.9%,1.00
Quarter-finals,85,49,36,57.6%,109-78,58.3%,907-806,52.9%,10-3,76.9%,53,59.5%,23.8%,3.4%,4.8%,57.2%,65.6%,44.9%,56.7%,45.0%,51.0%,1.04
vs Righties,655,400,255,61.1%,884-599,59.6%,7326-6242,54.0%,69-59,53.9%,436,64.3%,36.9%,4.2%,5.1%,55.6%,65.0%,46.7%,56.9%,46.2%,51.5%,1.07
vs Lefties,56,34,22,60.7%,78-55,58.6%,650-572,53.2%,6-6,50.0%,34,75.0%,50.0%,4.2%,5.1%,54.1%,66.1%,45.0%,56.4%,45.3%,50.7%,1.04
vs Top 10,86,28,58,32.6%,73-123,37.2%,783-1013,43.6%,9-8,52.9%,71,48.6%,34.7%,3.5%,5.2%,54.8%,61.6%,41.6%,52.6%,41.9%,47.4%,0.88
