Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2015,48,28,20,58.3%,63-50,55.8%,547-503,52.1%,7-3,70.0%,32,64.7%,37.4%,3.3%,5.3%,59.0%,64.3%,49.3%,58.1%,42.0%,50.2%,1.00,W (US Open)
2014,50,30,20,60.0%,67-48,58.3%,565-484,53.9%,3-6,33.3%,44,-,-,6.2%,4.6%,52.8%,65.8%,47.8%,57.3%,45.1%,51.1%,1.06,W (Indian Wells)
2013,38,18,20,47.4%,45-45,50.0%,412-409,50.2%,5-4,55.6%,29,-,-,4.0%,6.1%,49.8%,64.9%,43.1%,54.0%,45.3%,49.7%,0.99,SF (3x)
2012,35,21,14,60.0%,48-29,62.3%,376-303,55.4%,4-3,57.1%,33,-,-,3.6%,4.7%,55.0%,62.6%,46.2%,55.2%,48.8%,51.9%,1.09,F (2x)
2011,55,33,22,60.0%,75-54,58.1%,642-566,53.1%,7-2,77.8%,48,-,-,4.3%,4.8%,55.2%,65.7%,46.1%,56.9%,45.5%,51.2%,1.06,SF (3x)
2010,74,51,23,68.9%,108-48,69.2%,800-583,57.8%,9-6,60.0%,64,-,-,4.8%,3.9%,55.9%,66.0%,49.6%,58.8%,47.3%,53.0%,1.15,W (Marbella)
2009,81,57,24,70.4%,125-59,67.9%,939-699,57.3%,8-5,61.5%,74,-,-,3.9%,5.5%,54.7%,66.7%,48.2%,58.3%,47.1%,52.7%,1.13,W (2x)
2008,75,50,25,66.7%,106-67,61.3%,856-697,55.1%,6-6,50.0%,62,-,-,4.5%,4.6%,55.4%,68.3%,47.7%,59.1%,46.4%,52.6%,1.13,W (2x)
2007,55,31,24,56.4%,68-54,55.7%,591-554,51.6%,5-7,41.7%,38,-,-,2.9%,5.5%,60.7%,60.4%,42.2%,53.2%,44.5%,48.8%,0.95,W (Bangkok)
2006,52,32,20,61.5%,69-48,59.0%,573-485,54.2%,4-3,57.1%,28,-,-,4.3%,5.7%,59.5%,61.8%,43.6%,54.4%,48.3%,51.3%,1.06,F (3x)
2005,58,37,21,63.8%,85-52,62.0%,692-573,54.7%,6-6,50.0%,10,-,-,2.6%,7.0%,50.7%,60.6%,43.4%,52.1%,47.2%,49.7%,0.98,W (2x)
2004,52,30,22,57.7%,65-51,56.0%,591-526,52.9%,8-9,47.1%,3,-,-,6.8%,8.3%,57.2%,62.3%,39.8%,52.7%,44.2%,48.6%,0.93,W (Sopot)
2003,40,20,20,50.0%,45-46,49.5%,425-424,50.1%,3-5,37.5%,6,-,-,3.3%,7.9%,54.1%,66.5%,36.7%,52.8%,43.7%,48.4%,0.93,SF (Hyderabad)
2002,4,1,3,25.0%,2-6,25.0%,30-44,40.5%,0-0,-,0,,,,,,,,,,,,R16 (Sopot)
Career,717,439,278,61.2%,971-657,59.6%,8039-6850,54.0%,75-65,53.6%,471,64.7%,37.4%,4.2%,5.1%,55.5%,65.1%,46.6%,56.8%,46.1%,51.4%,1.07,
