Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2015 WTA Finals RR,L vs Halep,11,34,0.3,11.8%,36.6%,10,32,0.3,11.5%,36.8%,3.4%,5.7%,0.9,15.1%,16.1%
2015 WTA Finals RR,W vs Radwanska,37,23,1.6,26.8%,16.7%,31,21,1.5,24.0%,16.3%,11.6%,12.4%,0.9,13.0%,13.8%
2015 Moscow R16,W vs Saville,23,28,0.8,18.0%,21.9%,21,25,0.8,18.1%,21.6%,15.5%,1.7%,0.5,14.1%,28.1%
2015 Beijing R32,W vs Pereira,19,50,0.4,11.5%,30.3%,18,46,0.4,11.5%,29.3%,6.4%,5.1%,0.3,7.9%,27.9%
2015 US Open F,W vs Vinci,28,22,1.3,18.9%,14.9%,24,21,1.1,16.9%,14.8%,8.5%,7.7%,0.7,14.2%,20.3%
2015 US Open SF,W vs Halep,23,16,1.4,24.7%,17.2%,22,15,1.5,25.0%,17.0%,12.5%,11.4%,0.4,10.8%,24.7%
2015 US Open QF,W vs Kvitova,21,16,1.3,10.3%,7.8%,21,13,1.6,11.2%,6.9%,4.8%,5.9%,0.7,20.1%,29.4%
2015 US Open R16,W vs Stosur,18,13,1.4,14.5%,10.5%,12,11,1.1,11.3%,10.4%,7.5%,2.8%,0.6,16.9%,28.2%
2015 US Open R32,W vs Cetkovska,17,20,0.9,11.2%,13.2%,9,18,0.5,6.8%,13.6%,3.8%,1.5%,1.3,25.7%,19.7%
2015 US Open R64,W vs Niculescu,27,23,1.2,23.7%,20.2%,26,18,1.4,25.2%,17.5%,9.7%,12.6%,0.4,11.4%,28.1%
2015 Wimbledon R128,L vs Diyas,29,30,1.0,17.6%,18.2%,25,26,1.0,16.7%,17.3%,8.7%,7.3%,0.8,12.1%,15.2%
2015 Eastbourne R32,L vs Kuznetsova,19,26,0.7,15.3%,21.0%,17,20,0.9,16.7%,19.6%,5.9%,5.9%,1.5,25.8%,16.9%
2015 Roland Garros R16,L vs Muguruza,15,19,0.8,12.1%,15.3%,14,16,0.9,11.9%,13.6%,5.9%,5.9%,0.9,24.2%,27.4%
2015 Roland Garros R32,W vs Suarez Navarro,20,25,0.8,19.0%,23.8%,20,22,0.9,20.2%,22.2%,13.1%,7.1%,0.4,10.5%,26.7%
2015 Roland Garros R64,W vs Rybarikova,22,12,1.8,25.3%,13.8%,20,11,1.8,25.0%,13.8%,13.8%,11.3%,0.4,9.2%,21.8%
2015 Roland Garros R128,W vs Linette,29,30,1.0,15.8%,16.4%,27,28,1.0,15.3%,15.9%,9.7%,5.7%,0.5,15.3%,28.4%
2015 Rome R64,L vs Svitolina,13,27,0.5,11.6%,24.1%,12,25,0.5,11.4%,23.8%,4.8%,6.7%,1.0,22.3%,23.2%
2015 Marrakech R16,W vs Siegemund,36,37,1.0,17.7%,18.2%,34,30,1.1,18.0%,15.9%,13.2%,4.2%,0.7,18.2%,26.6%
2015 Miami R16,L vs Halep,11,45,0.2,8.3%,33.8%,11,43,0.3,8.7%,33.9%,4.7%,3.9%,0.4,9.8%,27.1%
2015 Indian Wells R64,W vs Brengle,28,24,1.2,23.7%,20.3%,24,23,1.0,21.6%,20.7%,15.3%,6.3%,0.6,15.3%,25.4%
Career (63 matches),,1480,1556,1.0,16.4%,17.2%,1290,1384,0.9,15.5%,16.7%,6.0%,4.5%,0.7,15.5%,21.9%
