Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 United Cup RR,L vs Swiatek,3.7,3.9,3.5,44.7%,53.2%,41.7%,62.5%,47.1%,1.3%,9.5,6.8,8.0,5.2
2025 Hong Kong R16,L vs Fernandez,3.7,4.1,3.3,37.7%,33.3%,58.3%,50.0%,42.9%,7.5%,7.5,12.7,0.5,0.7
2025 Tokyo R16,L vs Mboko,4.0,5.0,2.6,36.4%,30.0%,50.0%,28.6%,46.6%,5.1%,-5.0,-7.5,3.5,4.7
2025 Tokyo R32,W vs Boulter,3.2,3.9,2.1,58.1%,45.0%,77.8%,71.4%,53.9%,0.0%,9.0,13.2,10.5,17.8
2025 Beijing QF,L vs Gauff,5.2,6.3,4.1,32.8%,48.1%,72.2%,45.0%,39.4%,2.9%,0.5,0.5,3.5,2.1
2025 Beijing R32,W vs Rybakina,3.5,3.6,3.4,49.1%,51.0%,41.2%,77.8%,49.5%,1.4%,11.0,8.0,4.5,3.3
2025 Beijing R64,W vs Jovic,4.2,4.4,3.8,45.7%,50.9%,67.6%,66.7%,45.0%,2.9%,24.5,14.6,5.5,2.8
2025 Seoul R16,L vs Tauson,3.7,4.0,3.5,38.7%,45.7%,60.0%,75.0%,47.1%,0.9%,-4.0,-4.2,11.0,10.3
2025 Seoul R32,W vs Krueger,4.0,3.8,4.1,47.1%,55.2%,62.5%,80.0%,61.0%,0.0%,15.0,12.2,2.0,2.5
2025 Cleveland R16,W vs Kudermetova,3.2,3.4,3.1,53.0%,58.1%,83.3%,42.9%,48.4%,0.0%,15.0,19.7,10.5,12.7
2025 Roland Garros R64,L vs Mboko,4.1,4.5,3.6,42.3%,48.5%,55.6%,50.0%,53.8%,5.2%,3.0,2.7,2.0,2.2
2025 Stuttgart R32,L vs Paolini,3.2,3.7,2.7,35.9%,36.0%,50.0%,33.3%,41.6%,2.7%,-3.5,-6.7,0.5,0.7
2025 Indian Wells R64,L vs Dolehide,3.4,3.9,2.9,41.2%,37.9%,72.2%,42.9%,50.2%,2.0%,5.5,5.5,3.5,3.5
2025 Dubai R32,L vs Paolini,4.4,4.5,4.3,50.0%,48.1%,26.3%,20.0%,50.5%,4.7%,-1.0,-0.9,1.5,1.5
2025 Australian Open R16,L vs Swiatek,4.0,4.8,3.0,29.8%,23.1%,71.4%,33.3%,42.9%,5.3%,2.0,3.7,-5.5,-8.1
2025 Australian Open R32,W vs Cristian,5.2,5.2,5.3,54.8%,55.0%,57.7%,53.6%,51.8%,4.9%,7.0,3.3,24.0,12.8
2025 Australian Open R128,W vs Birrell,3.7,3.4,4.0,61.9%,50.0%,54.5%,75.0%,58.8%,3.2%,13.0,14.9,6.5,10.7
2023 US Open Q3,L vs Kessler,4.6,4.9,4.3,63.8%,71.4%,35.7%,60.0%,50.8%,2.0%,14.5,14.8,10.0,10.4
2023 Australian Open R128,L vs Bucsa,4.3,4.1,4.5,41.0%,51.2%,54.2%,36.4%,47.6%,2.6%,3.5,2.6,9.5,6.6
2023 Australian Open Q1,W vs Vicens Mas,4.1,4.2,4.1,52.0%,51.6%,76.5%,66.7%,54.4%,1.8%,14.5,11.0,10.5,9.5
Last 52 Weeks (12 matches),,3.8,4.2,3.4,44.4%,48.0%,59.0%,57.8%,47.8%,2.5%,6.9,6.8,5.2,4.8
Career (23 matches),,4.2,4.4,4.0,45.9%,48.6%,54.3%,53.1%,47.6%,2.6%,7.8,7.0,5.6,4.7
