Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,55,30,25,54.5%,69-54,56.1%,587-537,52.2%,4-4,50.0%,51,61.8%,40.7%,1.0%,4.9%,68.3%,58.5%,46.3%,54.7%,45.8%,50.3%,1.01
Clay,24,11,13,45.8%,24-27,47.1%,227-238,48.8%,2-1,66.7%,24,57.4%,40.3%,1.1%,6.1%,66.6%,56.8%,44.2%,52.6%,45.5%,49.0%,0.96
Grass,4,1,3,25.0%,3-7,30.0%,38-51,42.7%,0-0,-,4,53.3%,31.8%,1.0%,5.2%,68.4%,57.4%,38.5%,51.4%,41.5%,46.6%,0.85
Grand Slams,17,7,10,41.2%,19-22,46.3%,179-180,49.9%,0-0,-,17,60.9%,38.2%,1.1%,4.9%,66.8%,60.3%,45.6%,55.4%,44.6%,50.0%,1.00
Premiers,9,3,6,33.3%,7-13,35.0%,76-105,42.0%,0-1,0.0%,9,50.0%,33.0%,1.1%,5.2%,66.0%,51.0%,47.9%,49.9%,41.8%,46.1%,0.83
Internationals,35,21,14,60.0%,45-26,63.4%,357-309,53.6%,6-0,100.0%,32,62.7%,42.4%,0.8%,4.6%,69.9%,57.3%,47.3%,54.3%,47.0%,50.6%,1.03
Semi-finals,3,0,3,0.0%,0-4,0.0%,13-24,35.1%,0-0,-,3,54.5%,9.5%,0.0%,4.6%,65.6%,54.7%,42.2%,50.4%,34.5%,42.1%,0.70
Quarter-finals,7,3,4,42.9%,7-7,50.0%,65-69,48.5%,2-0,100.0%,6,59.1%,36.4%,0.9%,4.3%,68.6%,54.7%,51.1%,53.5%,44.6%,49.1%,0.96
vs Righties,70,36,34,51.4%,82-73,52.9%,725-697,51.0%,4-4,50.0%,66,58.9%,41.4%,1.0%,5.4%,67.3%,57.6%,44.9%,53.4%,45.8%,49.7%,0.98
vs Lefties,7,3,4,42.9%,5-9,35.7%,58-71,45.0%,1-1,50.0%,7,63.1%,29.9%,1.4%,5.3%,68.8%,59.3%,44.9%,54.8%,42.4%,48.6%,0.94
vs Top 10,11,1,10,9.1%,4-21,16.0%,73-139,34.4%,0-1,0.0%,10,40.0%,25.8%,0.6%,5.8%,64.7%,48.9%,40.9%,46.1%,38.0%,42.2%,0.71
