Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 United Cup RR,L vs Swiatek,0.0%,-,2.1%,75.0%,13.9%,23.1%,100.0%,12.8%,31.4%,0.0%,-,37,18
2025 Hong Kong R16,L vs Fernandez,0.0%,-,2.0%,0.0%,17.0%,37.5%,0.0%,8.0%,16.7%,0.0%,-,-82,-78
2025 Tokyo R16,L vs Mboko,0.0%,-,6.5%,50.0%,8.5%,8.3%,0.0%,12.1%,21.1%,0.0%,-,70,16
2025 Tokyo R32,W vs Boulter,0.0%,-,1.8%,100.0%,16.9%,23.5%,0.0%,18.4%,38.5%,0.0%,-,-11,-61
2025 Beijing QF,L vs Gauff,0.0%,-,4.1%,40.0%,10.4%,23.3%,0.0%,8.8%,10.4%,0.0%,-,12,-18
2025 Beijing R32,W vs Rybakina,0.0%,-,0.5%,100.0%,13.5%,31.8%,0.0%,9.8%,21.4%,0.0%,-,-17,5
2025 Beijing R64,W vs Jovic,0.0%,-,4.3%,44.4%,18.6%,24.1%,100.0%,7.7%,13.7%,0.3%,100.0%,64,54
2025 Seoul R16,L vs Tauson,0.0%,-,4.7%,66.7%,13.4%,16.7%,0.0%,13.0%,26.1%,0.0%,-,88,58
2025 Seoul R32,W vs Krueger,0.0%,-,4.0%,100.0%,15.7%,21.4%,0.0%,6.5%,19.0%,0.0%,-,-12,-27
2025 Cleveland R16,W vs Kudermetova,0.0%,-,3.9%,40.0%,18.3%,44.4%,0.0%,9.1%,30.8%,0.0%,-,-50,-41
2025 Roland Garros R64,L vs Mboko,0.0%,-,4.0%,80.0%,12.5%,30.8%,0.0%,8.1%,17.4%,0.0%,-,-44,-53
2025 Stuttgart R32,L vs Paolini,0.0%,-,1.0%,100.0%,11.9%,14.3%,0.0%,11.5%,13.3%,0.0%,-,62,18
2025 Indian Wells R64,L vs Dolehide,0.0%,-,3.3%,60.0%,13.5%,23.1%,0.0%,9.7%,20.0%,0.0%,-,6,1
2025 Dubai R32,L vs Paolini,0.0%,-,2.6%,66.7%,10.6%,28.6%,0.0%,9.5%,20.0%,0.0%,-,-12,-7
2025 Australian Open R16,L vs Swiatek,0.0%,-,3.5%,33.3%,17.8%,27.3%,0.0%,2.0%,0.0%,0.0%,-,-62,-88
2025 Australian Open R32,W vs Cristian,0.0%,-,4.5%,75.0%,13.5%,21.3%,0.0%,13.2%,34.4%,0.0%,-,-1,-5
2025 Australian Open R128,W vs Birrell,0.0%,-,5.3%,100.0%,16.2%,40.9%,0.0%,9.8%,16.7%,0.0%,-,77,123
2023 US Open Q3,L vs Kessler,0.0%,-,5.1%,60.0%,17.7%,16.0%,100.0%,12.2%,27.3%,0.0%,-,16,17
2023 Australian Open R128,L vs Bucsa,0.0%,-,5.2%,62.5%,14.2%,21.9%,0.0%,10.5%,13.6%,0.0%,-,5,-3
2023 Australian Open Q1,W vs Vicens Mas,0.0%,-,3.0%,75.0%,20.4%,39.4%,0.0%,13.0%,53.3%,0.4%,100.0%,75,59
Last 52 Weeks (12 matches),,0.0%,-,3.1%,60.8%,14.4%,23.5%,20.0%,10.1%,19.9%,0.0%,100.0%,13,-3
Career (23 matches),,0.0%,-,4.1%,61.4%,14.8%,24.3%,16.1%,10.0%,19.5%,0.1%,75.0%,3,-7
