Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 United Cup RR,L vs Swiatek,14.2%,19.8%,41.2%,11.8%,20.6%,45.0%,61.3%,18.9%,22.2%,21.9%,21.9%,32.0%,70.6%,0.0%,0.0%,87
2025 Hong Kong R16,L vs Fernandez,13.5%,25.0%,44.2%,14.3%,28.6%,41.7%,39.1%,21.1%,16.7%,12.5%,12.5%,57.1%,50.0%,0.0%,0.0%,-4
2025 Tokyo R16,L vs Mboko,14.8%,20.4%,37.8%,17.1%,24.4%,35.3%,35.0%,38.1%,20.0%,8.3%,8.3%,45.5%,50.0%,0.0%,0.0%,-30
2025 Tokyo R32,W vs Boulter,10.1%,17.4%,53.5%,9.4%,25.0%,51.7%,66.7%,21.4%,0.0%,22.2%,22.2%,57.1%,57.1%,9.1%,0.0%,17
2025 Beijing QF,L vs Gauff,6.8%,16.9%,46.2%,5.0%,20.0%,47.4%,71.4%,31.6%,0.0%,12.5%,12.5%,42.9%,16.7%,0.0%,0.0%,2
2025 Beijing R32,W vs Rybakina,16.5%,23.5%,43.9%,20.3%,28.8%,51.1%,7.1%,12.9%,0.0%,9.5%,14.3%,26.3%,0.0%,16.7%,25.0%,-30
2025 Beijing R64,W vs Jovic,15.3%,21.8%,48.4%,14.9%,21.6%,49.2%,20.0%,41.0%,75.0%,20.0%,27.5%,46.9%,11.8%,30.4%,50.0%,65
2025 Seoul R16,L vs Tauson,13.4%,20.9%,42.3%,17.1%,26.8%,47.1%,25.0%,47.6%,75.0%,10.0%,15.0%,33.3%,25.0%,8.3%,0.0%,-30
2025 Seoul R32,W vs Krueger,18.8%,25.0%,55.1%,22.5%,32.5%,54.8%,47.4%,52.4%,50.0%,14.3%,14.3%,55.6%,30.0%,36.4%,0.0%,25
2025 Cleveland R16,W vs Kudermetova,16.7%,25.9%,43.9%,15.8%,21.1%,40.6%,40.0%,22.2%,-,25.0%,50.0%,55.6%,80.0%,14.3%,0.0%,97
2025 Roland Garros R64,L vs Mboko,12.3%,21.5%,46.3%,13.3%,24.4%,46.2%,60.9%,54.5%,50.0%,11.8%,17.6%,46.7%,55.6%,12.5%,-,-4
2025 Stuttgart R32,L vs Paolini,14.0%,20.0%,30.8%,13.3%,16.7%,15.4%,41.7%,22.2%,0.0%,18.8%,31.3%,61.5%,44.4%,14.3%,0.0%,54
2025 Indian Wells R64,L vs Dolehide,17.1%,23.2%,54.2%,20.0%,27.3%,56.8%,33.3%,50.0%,50.0%,16.7%,22.2%,46.7%,25.0%,30.0%,50.0%,9
2025 Dubai R32,L vs Paolini,20.0%,31.7%,37.8%,20.0%,37.1%,39.3%,22.2%,41.2%,33.3%,22.7%,27.3%,35.3%,66.7%,30.8%,25.0%,41
2025 Australian Open R16,L vs Swiatek,4.3%,8.5%,37.2%,3.1%,9.4%,35.5%,52.9%,13.3%,0.0%,7.7%,7.7%,41.7%,28.6%,0.0%,0.0%,-42
2025 Australian Open R32,W vs Cristian,20.0%,27.5%,60.3%,20.4%,29.6%,67.4%,48.0%,31.0%,33.3%,20.0%,24.0%,45.0%,36.4%,35.7%,66.7%,-57
2025 Australian Open R128,W vs Birrell,29.5%,34.1%,48.1%,45.5%,50.0%,50.0%,33.3%,30.8%,0.0%,16.7%,22.2%,46.7%,71.4%,18.2%,0.0%,38
2023 US Open Q3,L vs Kessler,22.4%,30.6%,51.4%,20.0%,27.5%,56.3%,52.9%,52.2%,60.0%,37.5%,50.0%,20.0%,16.7%,50.0%,-,30
2023 Australian Open R128,L vs Bucsa,19.2%,30.1%,38.9%,16.7%,29.2%,40.0%,37.5%,20.8%,14.3%,30.0%,40.0%,35.7%,44.4%,27.3%,0.0%,137
2023 Australian Open Q1,W vs Vicens Mas,21.4%,39.3%,59.5%,23.8%,40.5%,59.4%,61.9%,23.8%,33.3%,16.7%,41.7%,60.0%,75.0%,37.5%,0.0%,46
Last 52 Weeks (12 matches),,14.0%,21.4%,44.7%,14.7%,24.2%,44.8%,41.5%,31.8%,34.5%,16.3%,21.0%,44.6%,38.8%,13.8%,16.7%,36
Career (23 matches),,15.1%,23.5%,45.9%,15.7%,25.8%,47.1%,40.9%,32.3%,31.6%,17.2%,23.6%,42.9%,42.4%,19.6%,17.9%,46
