Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 United Cup RR,L vs Swiatek,64% (9/14),78% (7/9),3/6,79% (11/14),27% (3/11),3/6,0/0,0/2,0/0,0/1
2025 Hong Kong R16,L vs Fernandez,11% (1/9),100% (1/1),0/3,50% (4/8),0% (0/4),1/1,0/0,0/1,0/0,0/0
2025 Tokyo R16,L vs Mboko,14% (1/7),0% (0/1),0/4,71% (5/7),0% (0/5),0/0,0/0,1/2,0/0,1/1
2025 Beijing QF,L vs Gauff,40% (4/10),75% (3/4),3/5,56% (5/9),0% (0/5),0/3,0/0,1/1,0/0,1/1
2025 Beijing R32,W vs Rybakina,77% (10/13),70% (7/10),3/7,54% (7/13),0% (0/7),2/6,1/1,0/0,0/0,0/0
2025 Beijing R64,W vs Jovic,53% (8/15),100% (8/8),3/6,50% (8/16),13% (1/8),4/8,2/2,2/3,1/1,2/2
2025 Seoul R16,L vs Tauson,50% (5/10),80% (4/5),4/6,70% (7/10),14% (1/7),1/3,0/0,0/0,0/0,0/0
2025 Seoul R32,W vs Krueger,67% (6/9),67% (4/6),1/2,30% (3/10),33% (1/3),4/4,2/2,0/0,1/1,0/0
2025 Cleveland R16,W vs Kudermetova,89% (8/9),88% (7/8),3/5,50% (5/10),0% (0/5),3/6,1/2,0/0,1/2,0/0
2025 Roland Garros R64,L vs Mboko,40% (4/10),75% (3/4),1/5,60% (6/10),17% (1/6),1/3,0/0,1/1,0/0,1/1
2025 Stuttgart R32,L vs Paolini,25% (2/8),100% (2/2),2/5,86% (6/7),0% (0/6),0/2,0/0,0/1,0/0,0/0
2025 Indian Wells R64,L vs Dolehide,9% (1/11),100% (1/1),0/1,45% (5/11),60% (3/5),0/1,0/0,0/1,0/0,0/1
2025 Dubai R32,L vs Paolini,30% (3/10),100% (3/3),1/4,60% (6/10),0% (0/6),1/3,0/0,1/3,0/0,1/2
2025 Australian Open R16,L vs Swiatek,14% (1/7),0% (0/1),0/4,83% (5/6),0% (0/5),0/0,0/0,0/1,0/0,0/0
2025 Australian Open R32,W vs Cristian,50% (7/14),71% (5/7),2/3,21% (3/14),0% (0/3),3/4,1/1,1/1,0/0,0/0
2025 Australian Open R128,W vs Birrell,88% (7/8),100% (7/7),3/3,38% (3/8),0% (0/3),2/5,0/2,0/0,0/1,0/0
2024 US Open R128,L vs Bouzkova,46% (6/13),83% (5/6),1/5,43% (6/14),0% (0/6),3/5,1/1,1/2,0/0,1/2
2024 Wimbledon R128,L vs Burel,22% (2/9),0% (0/2),0/3,56% (5/9),40% (2/5),0/0,0/0,1/1,0/0,1/1
2023 US Open R64,L vs Bronzetti,50% (4/8),75% (3/4),3/5,78% (7/9),0% (0/7),2/3,0/0,0/2,0/0,0/1
2023 US Open R128,W vs Montgomery,100% (7/7),57% (4/7),0/0,13% (1/8),100% (1/1),3/3,1/1,0/0,1/1,0/0
2026 (1 matches),,64.3%,77.8%,50.0%,78.6%,27.3%,50.0%,-,0.0%,-,0.0%
2025 (15 matches),,45.3%,80.9%,41.3%,52.3%,9.0%,44.9%,70.0%,46.7%,60.0%,75.0%
2024 (2 matches),,36.4%,62.5%,12.5%,47.8%,18.2%,60.0%,100.0%,66.7%,-,66.7%
2023 (4 matches),,62.9%,63.6%,30.8%,47.4%,16.7%,83.3%,75.0%,33.3%,100.0%,50.0%
2022 (3 matches),,48.6%,76.5%,42.1%,60.0%,4.8%,36.4%,0.0%,66.7%,-,50.0%
Career (31 matches),,49.2%,76.5%,37.7%,56.3%,12.4%,51.4%,68.2%,43.8%,77.8%,55.6%
