Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,3,2,1,66.7%,5-2,71.4%,38-28,57.6%,1-0,100.0%,3,68.8%,45.5%,0.0%,5.6%,66.5%,61.3%,46.2%,56.2%,49.8%,53.2%,1.14,QF (La Bisbal d'Emporda 125)
2024,13,7,6,53.8%,14-10,58.3%,106-96,52.5%,0-1,0.0%,9,61.8%,42.7%,1.7%,5.0%,60.1%,57.4%,50.8%,54.8%,46.8%,50.7%,1.03,QF (2x)
2023,11,5,6,45.5%,13-15,46.4%,123-130,48.6%,1-2,33.3%,4,59.4%,43.3%,0.4%,3.4%,70.1%,54.9%,54.3%,54.7%,44.8%,50.0%,0.99,QF (2x)
2022,37,25,12,67.6%,51-26,66.2%,390-308,55.9%,6-1,85.7%,8,56.9%,43.8%,0.6%,4.1%,72.4%,55.5%,48.4%,53.6%,48.3%,50.9%,1.04,W (W60 Trnava)
2021,28,15,13,53.6%,31-27,53.4%,274-259,51.4%,2-3,40.0%,0,,,,,,,,,,,,W (W25 Istanbul)
2020,5,5,0,100.0%,8-0,100.0%,49-25,66.2%,0-0,-,0,,,,,,,,,,,,W (W25 Altenkirchen)
2019,5,3,2,60.0%,5-6,45.5%,50-47,51.5%,0-1,0.0%,0,,,,,,,,,,,,SF (W15 Heraklion)
2018,3,1,2,33.3%,2-5,28.6%,24-35,40.7%,0-0,-,0,,,,,,,,,,,,R16 (Antalya $15K)
2017,7,2,5,28.6%,5-10,33.3%,49-77,38.9%,0-0,-,0,,,,,,,,,,,,R16 (2x)
Career,112,65,47,58.0%,134-101,57.0%,1103-1005,52.3%,10-8,55.6%,24,60.8%,43.6%,0.8%,4.5%,66.8%,56.9%,49.9%,54.6%,47.4%,51.1%,1.04,
