Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),76,893,43,1833,40,1790,51,1729,69,1638,1092,31,,
2025,40,1291,33,1868,27,1830,45,1747,60,1656,1261,21
2024,131,566,43,1812,48,1765,54,1717,57,1639,,
2023,136,555,72,1734,61,1718,103,1609,127,1501,,
2022,127,497,71,1754,62,1728,87,1633,123,1486,,
2021,343,179,,,,,,,,,,
2020,609,55,,,,,,,,,1235,11
2019,,,,,,,,,,,1175,11
