Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,25,14,11,56.0%,31-23,57.4%,260-222,53.9%,0-2,0.0%,22,63.2%,43.0%,1.4%,5.5%,67.6%,60.4%,45.3%,55.5%,46.3%,51.0%,1.04
Clay,9,3,6,33.3%,7-12,36.8%,77-87,47.0%,0-1,0.0%,9,56.1%,38.3%,0.9%,5.8%,67.0%,57.0%,43.7%,52.6%,44.2%,48.4%,0.93
Grass,3,1,2,33.3%,3-5,37.5%,32-39,45.1%,0-0,-,3,50.0%,40.0%,0.9%,4.7%,69.5%,56.2%,36.6%,50.2%,44.7%,47.5%,0.90
Grand Slams,7,3,4,42.9%,8-8,50.0%,78-68,53.4%,0-0,-,7,60.5%,43.8%,0.8%,4.3%,70.3%,60.5%,41.1%,54.7%,46.8%,50.9%,1.03
Premiers,6,2,4,33.3%,4-8,33.3%,41-59,41.0%,0-1,0.0%,6,51.0%,29.2%,0.9%,6.0%,62.8%,50.2%,50.4%,50.3%,38.6%,45.0%,0.78
Internationals,8,4,4,50.0%,9-6,60.0%,75-62,54.7%,0-0,-,5,66.0%,41.3%,0.7%,4.7%,72.5%,59.7%,50.0%,57.0%,47.2%,51.9%,1.10
Quarter-finals,2,0,2,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,44.4%,30.0%,1.7%,5.1%,67.8%,50.0%,42.1%,47.5%,40.6%,43.9%,0.77
vs Righties,33,15,18,45.5%,35-37,48.6%,323-319,50.3%,0-3,0.0%,30,58.1%,41.0%,0.9%,5.7%,66.8%,58.3%,43.1%,53.3%,45.4%,49.5%,0.97
vs Lefties,2,1,1,50.0%,2-3,40.0%,22-25,46.8%,0-0,-,2,65.2%,29.2%,3.5%,2.8%,75.2%,57.5%,54.3%,56.7%,39.8%,48.5%,0.92
vs Top 10,8,1,7,12.5%,4-15,21.1%,63-102,38.2%,0-1,0.0%,7,44.8%,29.0%,0.9%,6.1%,65.0%,51.2%,40.4%,47.4%,40.0%,43.8%,0.76
