Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,16,Hard,48,32,16,66.7%,5,4,1,80.0%,1980,1996,SF,0,,,,,,,,,,
Roland Garros,2,Clay,4,2,2,50.0%,0,0,0,-,1983,1994,R32,0,,,,,,,,,,
Wimbledon,17,Grass,57,40,17,70.2%,9,3,6,33.3%,1979,1996,SF,0,,,,,,,,,,
US Open,18,Hard,62,44,18,71.0%,15,12,3,80.0%,1978,1996,F,0,,,,,,,,,,
Olympics,1,,3,2,1,66.7%,0,0,0,-,1988,1988,QF,0,,,,,,,,,,
Wightman Cup,4,Carpet,7,6,1,85.7%,0,0,0,-,1978,1987,W,0,,,,,,,,,,
Fed Cup,1,,5,5,0,100.0%,4,4,0,100.0%,1987,1987,,0,,,,,,,,,,
Sydney,14,Hard,33,20,13,60.6%,10,4,6,40.0%,1979,1995,W,0,,,,,,,,,,
Chicago,13,Carpet,39,27,12,69.2%,7,4,3,57.1%,1979,1995,W,0,,,,,,,,,,
Birmingham,12,Grass,45,37,8,82.2%,8,6,2,75.0%,1984,1996,W,0,,,,,,,,,,
Dallas,9,Carpet,33,24,9,72.7%,10,5,5,50.0%,1978,1989,F,0,,,,,,,,,,
Brisbane,8,Hard,31,25,6,80.6%,8,6,2,75.0%,1982,1991,W,0,,,,,,,,,,
Washington,8,Hard,24,16,8,66.7%,8,4,4,50.0%,1978,1991,F,0,,,,,,,,,,
