Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1997,3,2,1,66.7%,4-1,80.0%,30-22,57.7%,0-2,0.0%,0,,,,,,,,,,,,QF (Oklahoma)
1996,13,4,9,30.8%,10-17,37.0%,110-138,44.4%,1-1,50.0%,0,,,,,,,,,,,,R16 (2x)
1995,18,7,11,38.9%,14-24,36.8%,161-188,46.1%,2-2,50.0%,0,,,,,,,,,,,,R16 (4x)
1994,29,13,16,44.8%,30-33,47.6%,283-289,49.5%,3-3,50.0%,0,,,,,,,,,,,,SF (Beijing)
1993,27,14,13,51.9%,30-27,52.6%,268-258,51.0%,3-2,60.0%,0,,,,,,,,,,,,QF (5x)
1992,43,25,18,58.1%,50-36,58.1%,419-350,54.5%,4-5,44.4%,0,,,,,,,,,,,,SF (2x)
1991,39,21,18,53.8%,46-30,60.5%,370-312,54.3%,2-8,20.0%,0,,,,,,,,,,,,QF (Eastbourne)
1990,13,8,5,61.5%,16-11,59.3%,134-110,54.9%,1-1,50.0%,0,,,,,,,,,,,,SF (Chicago)
1989,38,24,14,63.2%,52-34,60.5%,415-350,54.2%,2-2,50.0%,0,,,,,,,,,,,,F (Newport)
1988,75,60,15,80.0%,116-32,78.4%,808-510,61.3%,8-7,53.3%,0,,,,,,,,,,,,W (4x)
1987,83,69,14,83.1%,133-33,80.1%,923-552,62.6%,11-3,78.6%,0,,,,,,,,,,,,W (4x)
1986,67,52,15,77.6%,102-29,77.9%,710-415,63.1%,8-4,66.7%,0,,,,,,,,,,,,W (3x)
1985,70,56,14,80.0%,105-31,77.2%,741-461,61.6%,13-9,59.1%,0,,,,,,,,,,,,W (4x)
1984,61,46,15,75.4%,95-33,74.2%,688-437,61.2%,7-2,77.8%,0,,,,,,,,,,,,W (2x)
1983,72,56,16,77.8%,110-37,74.8%,760-469,61.8%,8-7,53.3%,0,,,,,,,,,,,,W (4x)
1982,73,52,21,71.2%,102-42,70.8%,737-476,60.8%,9-5,64.3%,0,,,,,,,,,,,,W (Beckenham)
1981,87,60,27,69.0%,119-51,70.0%,881-598,59.6%,11-7,61.1%,0,,,,,,,,,,,,W (2x)
1980,71,49,22,69.0%,98-43,69.5%,738-523,58.5%,9-8,52.9%,0,,,,,,,,,,,,W (Carlsbad)
1979,32,16,16,50.0%,36-28,56.3%,287-264,52.1%,4-2,66.7%,0,,,,,,,,,,,,F (Beckenham)
1978,39,27,12,69.2%,53-31,63.1%,430-326,56.9%,7-4,63.6%,0,,,,,,,,,,,,W (Columbus)
1977,1,0,1,0.0%,1-2,33.3%,15-15,50.0%,0-0,-,0,,,,,,,,,,,,R32 (Salisbury)
Career,954,661,293,69.3%,1322-605,68.6%,9908-7063,58.4%,113-84,57.4%,0,,,,,,,,,,,,
