Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,298,197,101,66.1%,401-207,66.0%,3091-2305,57.3%,35-22,61.4%,0,,,,,,,,,,,
Clay,30,18,12,60.0%,37-23,61.7%,282-243,53.7%,5-3,62.5%,0,,,,,,,,,,,
Grass,276,214,62,77.5%,422-139,75.2%,3012-1938,60.8%,27-18,60.0%,0,,,,,,,,,,,
Carpet,336,221,115,65.8%,445-233,65.6%,3414-2528,57.5%,40-37,51.9%,0,,,,,,,,,,,
Grand Slams,171,118,53,69.0%,246-124,66.5%,1915-1436,57.1%,19-10,65.5%,0,,,,,,,,,,,
Finals,59,26,33,44.1%,52-69,43.0%,511-559,47.8%,8-2,80.0%,0,,,,,,,,,,,
Semi-finals,111,57,54,51.4%,112-101,52.6%,1000-949,51.3%,18-17,51.4%,0,,,,,,,,,,,
Quarter-finals,172,108,64,62.8%,218-128,63.0%,1682-1348,55.5%,26-18,59.1%,0,,,,,,,,,,,
vs Righties,556,357,199,64.2%,717-402,64.1%,5645-4361,56.4%,72-46,61.0%,0,,,,,,,,,,,
vs Lefties,87,35,52,40.2%,76-98,43.7%,724-807,47.3%,8-15,34.8%,0,,,,,,,,,,,
vs Top 10,107,38,69,35.5%,78-134,36.8%,858-1066,44.6%,16-12,57.1%,0,,,,,,,,,,,
