Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2016,3,3,0,100.0%,9-1,90.0%,60-29,67.4%,2-0,100.0%,3,93.2%,39.5%,3.8%,1.0%,66.1%,75.9%,57.1%,69.6%,43.8%,57.6%,1.44,
2015,30,12,18,40.0%,36-46,43.9%,390-418,48.3%,6-8,42.9%,26,72.7%,20.5%,4.0%,2.3%,64.7%,67.3%,46.8%,60.1%,35.9%,48.4%,0.90,R16 (4x)
2014,51,25,26,49.0%,66-67,49.6%,660-655,50.2%,13-11,54.2%,47,76.4%,20.5%,4.0%,3.2%,64.7%,70.4%,48.9%,62.8%,35.9%,49.5%,0.96,SF (2x)
2013,59,32,27,54.2%,78-73,51.7%,758-711,51.6%,14-13,51.9%,57,77.7%,23.9%,4.0%,2.8%,65.9%,67.7%,50.9%,62.0%,37.6%,50.0%,0.99,F (Dusseldorf)
2012,55,27,28,49.1%,62-68,47.7%,629-629,50.0%,12-11,52.2%,53,74.4%,23.6%,3.8%,2.6%,67.7%,66.6%,47.4%,60.4%,37.2%,49.2%,0.94,W (Sydney)
2011,48,23,25,47.9%,62-65,48.8%,618-638,49.2%,8-12,40.0%,45,74.6%,22.2%,3.9%,2.9%,63.7%,66.8%,51.1%,61.1%,36.7%,49.0%,0.94,F (Stockholm)
2010,58,30,28,51.7%,79-73,52.0%,779-730,51.6%,12-11,52.2%,54,81.2%,22.3%,5.0%,2.7%,70.3%,69.7%,50.9%,64.1%,36.7%,50.5%,1.02,F (Bangkok)
2009,29,14,15,48.3%,36-34,51.4%,342-327,51.1%,8-3,72.7%,23,74.9%,21.5%,3.8%,2.7%,63.5%,66.4%,51.6%,61.0%,37.9%,49.4%,0.97,F (Sydney)
2008,49,22,27,44.9%,64-69,48.1%,620-635,49.4%,8-9,47.1%,46,73.4%,24.1%,3.6%,2.5%,66.8%,65.2%,49.7%,60.1%,37.6%,49.1%,0.94,SF (Stockholm)
2007,65,37,28,56.9%,92-74,55.4%,836-764,52.3%,16-11,59.3%,62,77.1%,27.0%,4.1%,2.4%,65.5%,69.3%,49.8%,62.6%,40.0%,50.9%,1.07,F (2x)
2006,82,55,27,67.1%,136-75,64.5%,1137-933,54.9%,25-16,61.0%,76,79.9%,26.9%,4.6%,2.3%,62.7%,69.6%,51.7%,62.9%,39.2%,51.3%,1.06,W (Auckland)
2005,55,33,22,60.0%,87-59,59.6%,745-678,52.4%,18-8,69.2%,51,75.0%,26.5%,2.7%,2.2%,65.3%,65.6%,52.0%,60.9%,39.9%,50.4%,1.02,SF (4x)
2004,39,20,19,51.3%,48-48,50.0%,480-465,50.8%,6-9,40.0%,32,76.2%,24.5%,3.5%,3.6%,63.1%,67.8%,49.5%,61.0%,38.9%,50.1%,1.00,SF (3x)
2003,70,41,29,58.6%,101-88,53.4%,925-862,51.8%,10-15,40.0%,65,75.2%,27.6%,3.9%,2.1%,67.9%,66.1%,50.7%,61.2%,39.6%,50.3%,1.02,F (Munich)
2002,53,27,26,50.9%,68-67,50.4%,631-630,50.0%,8-6,57.1%,49,72.4%,27.3%,3.3%,3.9%,61.4%,66.2%,51.0%,60.3%,40.0%,50.1%,1.01,F (2x)
2001,10,7,3,70.0%,19-8,70.4%,144-112,56.3%,2-1,66.7%,6,75.7%,30.4%,5.7%,3.6%,66.9%,66.8%,50.0%,61.2%,41.3%,51.6%,1.07,F (Stockholm)
2000,4,3,1,75.0%,8-3,72.7%,58-41,58.6%,1-0,100.0%,0,,,,,,,,,,,,
1999,1,0,1,0.0%,0-3,0.0%,10-19,34.5%,0-0,-,0,,,,,,,,,,,,
Career,761,411,350,54.0%,1051-921,53.3%,9822-9276,51.4%,169-144,54.0%,695,76.3%,24.8%,3.9%,2.7%,65.4%,67.6%,50.3%,61.7%,38.3%,50.1%,1.00,
