Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,465,251,214,54.0%,638-546,53.9%,5942-5588,51.5%,105-90,53.8%,434,77.3%,24.5%,4.2%,2.8%,65.0%,68.4%,50.7%,62.2%,38.2%,50.3%,1.01
Clay,205,115,90,56.1%,284-245,53.7%,2562-2402,51.6%,36-30,54.5%,183,71.9%,28.4%,2.8%,2.4%,66.2%,64.9%,48.8%,59.5%,40.0%,49.9%,0.99
Grass,57,25,32,43.9%,72-90,44.4%,811-837,49.2%,17-16,51.5%,56,80.0%,18.5%,5.1%,2.5%,66.7%,70.0%,51.5%,63.8%,35.1%,49.6%,0.97
Carpet,34,20,14,58.8%,57-40,58.8%,507-449,53.0%,11-8,57.9%,22,79.7%,19.7%,4.9%,2.2%,63.2%,69.6%,52.2%,63.2%,36.5%,49.8%,0.99
Grand Slams,106,54,52,50.9%,190-197,49.1%,1903-1924,49.7%,37-28,56.9%,106,76.5%,22.7%,4.1%,2.8%,64.7%,68.1%,50.3%,61.8%,37.0%,49.6%,0.97
Masters,140,63,77,45.0%,155-173,47.3%,1547-1586,49.4%,21-25,45.7%,138,72.6%,26.1%,3.2%,2.7%,63.7%,66.0%,49.2%,59.9%,39.5%,49.7%,0.98
Other Tours,456,246,210,53.9%,561-500,52.9%,5295-5047,51.2%,99-83,54.4%,448,77.1%,25.0%,4.1%,2.6%,66.2%,67.9%,50.7%,62.1%,38.4%,50.3%,1.01
Best of 5,159,95,64,59.7%,322-251,56.2%,2908-2622,52.6%,48-36,57.1%,109,76.5%,23.1%,4.2%,2.8%,64.7%,67.9%,50.5%,61.8%,37.2%,49.7%,0.97
Best of 3,602,316,286,52.5%,729-670,52.1%,6914-6654,51.0%,121-108,52.8%,586,76.2%,25.3%,3.9%,2.6%,65.6%,67.6%,50.3%,61.6%,38.7%,50.2%,1.01
Finals,13,2,11,15.4%,9-23,28.1%,132-170,43.7%,1-1,50.0%,13,67.1%,20.5%,3.7%,2.5%,69.4%,61.7%,48.5%,57.7%,35.3%,47.0%,0.83
Semi-finals,34,13,21,38.2%,33-46,41.8%,361-410,46.8%,7-8,46.7%,34,71.4%,21.8%,4.2%,2.1%,68.6%,65.1%,47.0%,59.4%,36.1%,48.1%,0.89
Quarter-finals,67,34,33,50.7%,80-81,49.7%,802-812,49.7%,20-14,58.8%,64,76.0%,22.9%,3.7%,2.6%,66.3%,67.9%,49.3%,61.6%,37.8%,49.9%,0.98
vs Righties,680,365,315,53.7%,932-829,52.9%,8769-8319,51.3%,151-130,53.7%,627,76.3%,24.9%,3.9%,2.7%,65.4%,67.7%,50.3%,61.7%,38.4%,50.1%,1.00
vs Lefties,77,42,35,54.5%,108-92,54.0%,987-941,51.2%,18-14,56.3%,68,76.0%,23.1%,4.0%,2.7%,65.4%,67.5%,50.4%,61.6%,37.9%,49.8%,0.99
vs Top 10,90,12,78,13.3%,55-175,23.9%,911-1272,41.7%,8-17,32.0%,88,67.9%,15.7%,2.8%,2.7%,63.8%,64.2%,46.7%,57.8%,33.9%,46.2%,0.81
