Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2015 US Open R128,L vs Tsonga,16,23,0.7,11.3%,16.3%,15,21,0.7,12.4%,17.4%,8.3%,3.3%,1.7,27.0%,16.3%
2015 Wimbledon R64,L vs Djokovic,15,18,0.8,9.4%,11.3%,13,16,0.8,8.8%,10.9%,4.8%,2.7%,2.9,23.8%,8.1%
2015 Wimbledon R128,W vs Hewitt,62,48,1.3,17.5%,13.6%,52,44,1.2,16.3%,13.8%,8.8%,6.3%,0.9,15.8%,16.7%
2015 Roland Garros R128,L vs Djokovic,22,18,1.2,12.2%,9.9%,20,18,1.1,11.6%,10.5%,8.1%,3.5%,1.3,22.1%,17.1%
2015 Australian Open R32,L vs Wawrinka,18,30,0.6,9.9%,16.6%,14,25,0.6,8.7%,15.5%,6.8%,1.2%,1.4,30.4%,21.5%
2015 Australian Open R64,W vs Bachinger,41,26,1.6,17.1%,10.8%,37,25,1.5,17.1%,11.6%,12.0%,3.2%,1.1,24.2%,22.5%
2014 Wimbledon R64,L vs Isner,41,17,2.4,16.7%,6.9%,28,12,2.3,14.4%,6.2%,7.7%,6.7%,2.6,25.3%,9.8%
2014 Wimbledon R128,W vs Delbonis,21,6,3.5,11.4%,3.2%,17,6,2.8,9.9%,3.5%,5.3%,2.9%,1.5,15.7%,10.8%
2014 Roland Garros R64,L vs Janowicz,30,18,1.7,13.2%,7.9%,22,14,1.6,10.9%,7.0%,8.0%,3.0%,1.3,21.9%,17.1%
2014 Roland Garros R128,W vs Przysiezny,51,53,1.0,14.0%,14.5%,42,42,1.0,12.7%,12.7%,7.3%,5.2%,0.8,16.4%,21.9%
2014 Madrid Masters R16,L vs Nadal,13,17,0.8,12.6%,16.5%,11,17,0.6,11.1%,17.2%,8.1%,3.0%,1.3,17.5%,13.6%
2014 Australian Open R64,L vs Fognini,24,37,0.6,8.6%,13.3%,21,32,0.7,8.4%,12.9%,,,0.9,18.3%,21.6%
2014 Brisbane R16,L vs Federer,14,17,0.8,12.1%,14.7%,12,12,1.0,12.0%,12.0%,10.0%,2.0%,1.3,20.7%,16.4%
2013 Roland Garros R64,L vs Tsonga,24,35,0.7,12.7%,18.5%,23,33,0.7,13.0%,18.6%,,,1.0,18.5%,19.0%
2013 Roland Garros R128,W vs Mathieu,57,42,1.4,17.0%,12.5%,46,38,1.2,15.1%,12.5%,,,0.8,17.9%,21.2%
2013 Dusseldorf SF,W vs Sijsling,18,28,0.6,10.7%,16.7%,15,25,0.6,9.6%,16.0%,5.8%,1.9%,0.7,20.8%,28.0%
2013 Australian Open R128,W vs Haas,66,69,1.0,18.3%,19.1%,47,65,0.7,15.0%,20.8%,,,0.8,17.7%,23.0%
2013 Brisbane R16,L vs Dolgopolov,7,20,0.4,8.9%,25.3%,7,19,0.4,9.7%,26.4%,6.9%,1.4%,1.7,25.3%,15.2%
2012 US Open R64,L vs Isner,28,21,1.3,11.9%,8.9%,23,18,1.3,11.6%,9.0%,,,1.6,29.2%,18.6%
2012 London Olympics R32,L vs Murray,6,24,0.3,5.8%,23.3%,5,22,0.2,5.3%,23.4%,5.3%,0.0%,1.0,22.3%,23.3%
Career (31 matches),,842,896,0.9,13.6%,14.5%,700,813,0.9,12.6%,14.6%,4.9%,2.4%,1.2,20.8%,17.9%
