Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2014 Madrid R16,L vs Nadal,4.8,4.6,5.0,44.9%,44.4%,41.7%,26.7%,37.6%,4.8%,2.5,3.4,-0.5,-0.4
2014 Brisbane R16,L vs Federer,3.4,3.9,2.9,39.2%,40.7%,70.0%,28.6%,52.7%,18.6%,9.5,13.6,-2.0,-3.6
2013 Dusseldorf SF,W vs Sijsling,5.0,5.5,4.4,50.0%,43.9%,56.5%,53.8%,45.1%,24.3%,3.5,2.2,2.0,1.3
2013 Brisbane R16,L vs Dolgopolov,4.9,6.0,3.7,32.5%,33.3%,33.3%,46.7%,30.5%,8.8%,-0.5,-1.1,-6.5,-6.3
2012 Olympics R32,L vs Murray,3.7,4.4,3.0,40.3%,45.0%,57.1%,22.2%,46.7%,18.5%,0.0,0.0,-10.0,-16.9
2011 Doha R16,L vs Davydenko,4.4,4.2,4.5,50.0%,45.5%,35.3%,41.2%,45.6%,24.1%,0.0,0.0,-2.0,-2.0
2008 Australian Open QF,L vs Nadal,5.1,5.3,4.9,42.9%,46.7%,41.7%,46.7%,57.8%,12.1%,11.0,5.2,-2.0,-1.5
2007 Basel F,L vs Federer,4.1,4.1,4.1,39.7%,62.1%,33.3%,40.0%,47.4%,27.2%,-2.5,-3.0,-3.5,-5.2
2005 US Open QF,L vs Hewitt,4.5,4.7,4.2,48.1%,45.8%,50.0%,37.0%,41.0%,10.7%,8.0,4.6,-3.0,-1.3
2003 Munich F,L vs Federer,5.0,5.3,4.7,34.8%,46.4%,55.6%,30.8%,47.7%,11.7%,0.5,0.6,-2.0,-2.3
Career (10 matches),,4.5,4.8,4.2,43.6%,45.9%,47.6%,40.2%,45.7%,15.7%,3.2,3.0,-3.0,-2.7
