Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,35,16,19,45.7%,40-45,47.1%,403-428,48.5%,8-8,50.0%,34,82.6%,14.7%,11.0%,3.0%,58.0%,76.1%,52.2%,66.0%,34.3%,49.7%,1.01
Clay,13,5,8,38.5%,12-19,38.7%,149-171,46.6%,4-4,50.0%,13,75.6%,17.3%,9.8%,3.8%,52.9%,75.2%,48.6%,62.7%,34.9%,48.7%,0.94
Grass,8,4,4,50.0%,11-13,45.8%,124-136,47.7%,7-3,70.0%,8,84.7%,9.4%,12.6%,4.6%,59.5%,79.5%,48.6%,67.0%,31.7%,49.1%,0.96
Grand Slams,10,4,6,40.0%,14-25,35.9%,180-209,46.3%,2-5,28.6%,10,78.1%,15.3%,8.6%,4.7%,53.9%,75.1%,50.2%,63.6%,34.3%,48.5%,0.94
Other Tours,38,19,19,50.0%,44-44,50.0%,441-464,48.7%,17-9,65.4%,38,83.1%,13.9%,12.1%,3.2%,57.9%,77.7%,50.8%,66.3%,33.8%,49.7%,1.00
Best of 5,18,8,10,44.4%,22-30,42.3%,227-253,47.3%,2-5,28.6%,18,79.7%,15.6%,9.7%,3.7%,57.1%,75.5%,51.0%,65.0%,34.2%,49.2%,0.98
Best of 3,38,17,21,44.7%,41-47,46.6%,449-482,48.2%,17-10,63.0%,37,82.5%,13.5%,11.9%,3.3%,57.2%,77.2%,50.5%,65.8%,33.9%,49.4%,0.99
Semi-finals,2,0,2,0.0%,0-2,0.0%,6-8,42.9%,0-0,-,2,80.0%,6.3%,8.4%,0.0%,61.1%,77.6%,48.6%,66.3%,23.4%,45.0%,0.69
Quarter-finals,4,0,4,0.0%,3-8,27.3%,47-61,43.5%,1-1,50.0%,4,71.2%,16.7%,13.3%,4.0%,52.8%,81.8%,43.0%,63.5%,34.8%,48.3%,0.95
vs Righties,49,23,26,46.9%,55-66,45.5%,595-638,48.3%,18-13,58.1%,48,82.5%,14.1%,10.8%,3.4%,57.1%,76.2%,51.8%,65.7%,34.2%,49.5%,1.00
vs Lefties,7,2,5,28.6%,8-11,42.1%,81-97,45.5%,1-2,33.3%,7,73.3%,16.3%,12.6%,3.4%,57.5%,79.3%,42.7%,63.8%,32.5%,48.2%,0.90
vs Top 10,6,2,4,33.3%,5-13,27.8%,86-106,44.8%,2-4,33.3%,6,83.0%,8.2%,11.2%,4.2%,56.6%,79.6%,48.0%,65.8%,32.2%,48.2%,0.94
