Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,6,3,3,50.0%,4,1,3,25.0%,2022,2025,R128,6,0.94,9.3%,3.7%,59.8%,71.2%,54.3%,64.4%,33.3%,58.6%,44.4%
Roland Garros,2,Clay,6,3,3,50.0%,1,1,0,100.0%,2022,2023,R128,6,1.00,7.0%,5.8%,56.5%,71.1%,48.0%,61.1%,38.8%,59.1%,39.2%
Wimbledon,4,Grass,11,7,4,63.6%,4,1,3,25.0%,2022,2025,R64,11,1.08,12.3%,4.3%,60.3%,78.5%,49.6%,67.0%,35.6%,65.8%,33.7%
US Open,4,Hard,10,6,4,60.0%,10,4,6,40.0%,2022,2025,R16,10,1.09,10.7%,4.9%,53.6%,78.6%,52.0%,66.3%,36.6%,53.0%,35.2%
Davis Cup,3,,4,1,3,25.0%,1,0,1,0.0%,2021,2025,,3,0.96,12.4%,1.0%,59.7%,73.3%,50.6%,64.2%,34.3%,57.1%,25.0%
Gstaad,5,Clay,8,3,5,37.5%,6,3,3,50.0%,2021,2025,R16,8,0.89,10.2%,4.2%,51.5%,78.3%,51.4%,65.3%,30.9%,53.8%,31.3%
Geneva,2,Clay,4,2,2,50.0%,2,1,1,50.0%,2021,2025,QF,4,1.08,10.9%,2.0%,54.5%,72.1%,43.5%,59.1%,44.1%,48.3%,43.2%
Basel,3,Hard,7,4,3,57.1%,5,4,1,80.0%,2022,2024,QF,7,1.12,12.1%,2.1%,57.8%,80.4%,53.2%,68.9%,34.6%,58.6%,31.0%
NextGen Finals,2,Hard,8,4,4,50.0%,0,0,0,-,2022,2023,SF,8,1.06,12.0%,1.6%,64.5%,76.2%,53.6%,68.2%,33.9%,61.8%,31.7%
Antwerp,2,Hard,5,3,2,60.0%,3,2,1,66.7%,2022,2023,R16,5,1.07,10.7%,2.6%,59.1%,71.7%,54.2%,64.6%,38.1%,70.4%,25.7%
Halle,2,Grass,3,1,2,33.3%,0,0,0,-,2021,2022,Q2,3,0.99,8.7%,6.5%,57.6%,75.2%,41.8%,61.0%,38.5%,56.5%,28.6%
