Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 US Open R64,L vs Kohlschreiber,90.7,106.7,11.5,108.4,105.0,121,82,75.2,7.8,84.5,,96,62
2016 Roland Garros R128,L vs Mathieu,101.3,109.4,11.1,,,128,83,87.3,9.4,,,114,62
2016 Australian Open R64,L vs Sousa,98.4,111.0,9.9,,,131,91,84.2,7.2,,,101,65
2015 Wimbledon R32,L vs Kudla,101.3,109.0,10.8,,,125,85,80.7,6.8,,,91,66
2015 Roland Garros R64,L vs Goffin,104.1,117.6,4.3,,,128,108,86.4,8.4,,,110,68
2014 US Open R128,L vs Gabashvili,99.2,107.1,7.8,,,124,86,82.8,8.9,,,103,66
2014 Wimbledon R32,L vs Federer,108.3,113.3,10.6,,,127,77,92.9,9.5,,,112,82
2014 Wimbledon R64,W vs Granollers,104.1,113.3,9.8,,,130,81,87.3,9.4,,,119,64
2014 Australian Open R128,L vs Querrey,100.3,,,,,126,,,,,,,62
2013 US Open R128,L vs Berlocq,98.3,,,,,128,,,,,,,68
2013 Wimbledon R64,L vs Dolgopolov,104.8,,,,,124,,,,,,,77
2013 Australian Open R128,L vs Harrison,98.3,,,,,123,,,,,,,64
2012 US Open R128,L vs Raonic,98.4,,,,,125,,,,,,,70
2012 Roland Garros R32,L vs Murray,101.1,,,,,126,,,,,,,64
2012 Roland Garros R64,W vs Tomic,97.6,,,,,126,,,,,,,76
2012 Australian Open R64,L vs Djokovic,103.3,,,,,124,,,,,,,77
2011 US Open R128,L vs Federer,101.1,113.0,11.3,,,128,90,88.2,9.1,,,110,73
2011 Australian Open R64,L vs Cilic,98.2,103.8,10.7,,,126,80,84.7,9.6,,,111,71
Career (18 matches),,100.6,110.7,9.7,108.4,105.0,131,77,85.2,8.6,84.5,,119,62
