Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,158,61,97,38.6%,165-236,41.1%,1822-1992,47.8%,18-36,33.3%,150,75.8%,20.0%,5.1%,2.4%,61.1%,67.7%,50.9%,61.1%,35.8%,48.6%,0.92
Clay,181,92,89,50.8%,237-233,50.4%,2323-2283,50.4%,29-33,46.8%,157,75.8%,23.5%,4.1%,1.7%,64.2%,68.2%,49.5%,61.5%,37.8%,49.8%,0.98
Grass,31,14,17,45.2%,42-48,46.7%,463-484,48.9%,13-7,65.0%,30,82.8%,14.8%,5.9%,1.6%,70.2%,70.8%,53.7%,65.7%,32.7%,49.4%,0.95
Carpet,2,0,2,0.0%,1-5,16.7%,25-36,41.0%,0-1,0.0%,1,87.5%,11.8%,10.1%,0.0%,73.7%,64.4%,69.2%,65.7%,25.5%,46.1%,0.74
Grand Slams,50,15,35,30.0%,64-114,36.0%,810-932,46.5%,9-13,40.9%,49,74.4%,18.7%,4.7%,1.7%,63.7%,67.8%,50.6%,61.6%,35.4%,48.5%,0.92
Masters,66,23,43,34.8%,61-96,38.9%,703-792,47.0%,4-15,21.1%,66,74.7%,20.2%,4.0%,2.3%,61.4%,66.9%,50.1%,60.4%,35.9%,48.4%,0.91
Other Tours,212,104,108,49.1%,238-242,49.6%,2350-2353,50.0%,37-35,51.4%,212,78.1%,22.1%,5.1%,1.9%,64.3%,68.8%,51.1%,62.4%,36.8%,49.8%,0.98
Best of 5,86,37,49,43.0%,138-173,44.4%,1497-1558,49.0%,18-26,40.9%,53,74.9%,19.1%,4.6%,1.8%,63.7%,68.0%,50.3%,61.6%,35.7%,48.7%,0.93
Best of 3,286,130,156,45.5%,307-349,46.8%,3136-3237,49.2%,42-51,45.2%,285,77.1%,21.5%,4.8%,2.0%,63.5%,68.3%,50.6%,61.9%,36.5%,49.4%,0.96
Finals,2,0,2,0.0%,1-4,20.0%,18-27,40.0%,0-1,0.0%,2,59.1%,22.7%,4.9%,4.9%,47.6%,72.1%,38.7%,54.5%,39.3%,46.8%,0.87
Semi-finals,9,2,7,22.2%,4-15,21.1%,84-109,43.5%,1-1,50.0%,9,72.9%,13.7%,3.4%,1.7%,66.6%,68.5%,47.5%,61.5%,31.2%,46.6%,0.81
Quarter-finals,28,9,19,32.1%,25-40,38.5%,313-348,47.4%,4-8,33.3%,28,75.2%,20.6%,4.0%,1.0%,64.4%,66.9%,50.1%,60.9%,36.1%,48.7%,0.92
vs Righties,312,138,174,44.2%,372-436,46.0%,3846-4001,49.0%,51-58,46.8%,283,76.6%,20.8%,4.6%,2.0%,63.5%,68.2%,50.4%,61.7%,36.3%,49.2%,0.95
vs Lefties,56,25,31,44.6%,63-81,43.8%,701-742,48.6%,9-16,36.0%,54,76.4%,21.5%,5.5%,2.1%,63.8%,68.2%,51.3%,62.1%,36.3%,49.2%,0.96
vs Top 10,29,3,26,10.3%,5-60,7.7%,221-385,36.5%,0-5,0.0%,26,63.8%,10.2%,3.6%,2.3%,60.3%,63.7%,44.8%,56.2%,31.3%,44.1%,0.72
