Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,13,5,8,38.5%,2,0,2,0.0%,2010,2017,R64,13,0.97,4.9%,2.1%,61.7%,67.9%,51.0%,61.4%,37.5%,53.4%,37.6%
Roland Garros,13,Clay,28,15,13,53.6%,11,5,6,45.5%,2007,2019,R32,19,0.90,3.9%,1.3%,62.8%,66.5%,48.1%,59.7%,36.4%,64.1%,32.6%
Wimbledon,11,Grass,16,5,11,31.3%,8,5,3,62.5%,2009,2019,R32,12,0.94,5.7%,1.0%,69.2%,70.1%,56.3%,65.9%,32.0%,57.7%,41.5%
US Open,12,Hard,20,8,12,40.0%,11,6,5,54.5%,2006,2019,R64,14,0.94,4.2%,2.9%,61.2%,67.3%,50.2%,60.6%,36.9%,56.4%,36.7%
Olympics,1,,2,1,1,50.0%,1,1,0,100.0%,2012,2012,R32,2,0.91,1.7%,0.6%,75.7%,67.2%,63.6%,66.3%,30.8%,81.8%,60.0%
Davis Cup,15,,44,25,19,56.8%,24,10,14,41.7%,2006,2020,,11,0.91,3.6%,3.2%,63.3%,69.0%,45.7%,60.4%,36.0%,62.1%,45.2%
Miami Masters,11,Hard,18,7,11,38.9%,3,1,2,33.3%,2008,2018,R32,17,0.93,5.2%,2.8%,56.6%,69.2%,47.2%,59.7%,37.4%,50.0%,40.4%
Indian Wells Masters,9,Hard,18,9,9,50.0%,7,2,5,28.6%,2008,2017,R32,16,0.91,3.1%,2.8%,58.8%,66.3%,51.3%,60.1%,36.5%,62.9%,43.6%
Madrid Masters,8,Clay,25,17,8,68.0%,6,4,2,66.7%,2010,2017,QF,25,1.08,5.0%,1.3%,65.1%,71.8%,52.7%,65.1%,37.8%,66.9%,44.7%
Rome Masters,8,Clay,18,10,8,55.6%,5,3,2,60.0%,2010,2017,R16,18,1.08,2.8%,1.3%,68.9%,67.2%,55.2%,63.5%,39.5%,50.6%,40.8%
Barcelona,6,Clay,18,12,6,66.7%,2,2,0,100.0%,2011,2017,F,18,0.99,4.3%,1.7%,66.4%,65.2%,46.9%,59.1%,40.6%,61.9%,46.2%
Acapulco,5,Hard,13,8,5,61.5%,3,2,1,66.7%,2011,2017,SF,13,1.01,3.8%,1.4%,64.7%,66.8%,49.6%,60.7%,39.6%,61.5%,44.3%
