Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,6,3,3,50.0%,6-7,46.2%,69-68,50.4%,1-2,33.3%,6,81.2%,22.9%,7.1%,4.2%,56.9%,73.0%,53.6%,64.7%,36.2%,50.5%,1.03,R16 (2x)
2019,25,13,12,52.0%,26-27,49.1%,256-268,48.9%,4-6,40.0%,25,75.8%,22.6%,4.4%,4.2%,58.1%,69.3%,51.2%,61.7%,37.7%,49.7%,0.99,R16 (7x)
2018,17,8,9,47.1%,23-21,52.3%,242-230,51.3%,5-8,38.5%,17,82.3%,20.3%,6.8%,2.2%,64.1%,71.3%,52.9%,64.7%,35.7%,50.2%,1.01,SF (2x)
2017,10,4,6,40.0%,9-12,42.9%,97-101,49.0%,1-1,50.0%,10,72.8%,23.5%,3.7%,2.5%,58.2%,68.3%,49.4%,60.4%,36.2%,48.6%,0.91,R16 (4x)
2016,37,26,11,70.3%,57-28,67.1%,469-359,56.6%,5-5,50.0%,36,78.7%,34.2%,5.8%,2.6%,59.9%,73.1%,52.9%,65.0%,43.0%,53.4%,1.23,W (2x)
2015,3,1,2,33.3%,2-4,33.3%,27-33,45.0%,1-1,50.0%,3,72.4%,17.2%,2.6%,0.0%,64.4%,65.0%,55.9%,61.8%,34.8%,48.5%,0.91,R16 (Prostejov)
2013,16,12,4,75.0%,26-12,68.4%,214-163,56.8%,4-4,50.0%,16,87.6%,25.7%,7.4%,2.1%,61.1%,76.4%,54.2%,67.8%,38.2%,53.1%,1.19,W (Pereira)
2012,11,8,3,72.7%,17-4,81.0%,124-79,61.1%,4-1,80.0%,10,80.0%,40.8%,6.3%,3.8%,52.2%,76.9%,47.0%,62.6%,45.7%,53.8%,1.22,F (Bogota)
2010,20,16,4,80.0%,32-11,74.4%,235-166,58.6%,4-2,66.7%,20,84.7%,32.7%,6.2%,2.0%,59.2%,73.6%,55.8%,66.3%,41.6%,53.9%,1.23,W (Pereira)
2009,53,39,14,73.6%,82-39,67.8%,656-511,56.2%,15-8,65.2%,0,,,,,,,,,,,,W (3x)
2008,36,19,17,52.8%,47-37,56.0%,415-388,51.7%,8-5,61.5%,0,,,,,,,,,,,,F (Furth)
2007,37,26,11,70.3%,55-30,64.7%,457-396,53.6%,13-4,76.5%,0,,,,,,,,,,,,W (2x)
2006,29,21,8,72.4%,42-21,66.7%,342-302,53.1%,6-5,54.5%,0,,,,,,,,,,,,W (Bogota)
2005,15,9,6,60.0%,19-17,52.8%,181-174,51.0%,2-4,33.3%,0,,,,,,,,,,,,QF (4x)
2004,1,0,1,0.0%,1-2,33.3%,11-15,42.3%,0-0,-,0,,,,,,,,,,,,R32 (Bogota)
Career,316,205,111,64.9%,444-272,62.0%,3795-3253,53.8%,73-56,56.6%,143,80.2%,28.0%,5.8%,2.8%,59.6%,72.4%,52.5%,64.3%,39.7%,51.8%,1.11,
