Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2021,582,52,,,,,,,,,,,,
2020,318,140,,,,,,,,,1230,15,,
2019,274,151,171,1582,156,1554,139,1559,163,1480,882,30,,
2018,253,178,160,1593,157,1544,117,1589,146,1499,526,29,,
2017,227,230,125,1646,125,1603,102,1629,119,1537,701,60,,
2016,91,632,105,1682,97,1650,93,1655,100,1569,,,,
2015,70,716,94,1708,111,1620,64,1721,94,1587,169,450,109,1541
2014,32,1175,60,1777,78,1682,40,1779,70,1625,106,675,91,1586
2013,69,703,73,1746,70,1696,63,1719,88,1600,292,215,,
2012,57,778,52,1790,54,1731,45,1761,75,1627,235,285,119,1473
2011,55,890,49,1814,47,1757,45,1777,59,1644,324,180,131,1355
2010,64,785,66,1761,68,1698,55,1740,75,1601,,,,
2009,107,516,120,1653,119,1594,103,1640,121,1517,433,118,,
2008,163,263,149,1615,147,1550,136,1583,,,212,278,,
2007,141,313,153,1598,180,1497,125,1598,145,1497,538,74,,
2006,175,230,121,1639,158,1524,91,1637,,,601,57,,
2005,327,97,239,1498,247,1413,203,1483,,,966,19,,
2004,717,20,,,,,,,,,646,49,,
2003,1432,1,,,,,,,,,1586,2,,
