Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
17-Mar-2025,W75 Maribor,Hard,F,132,221,Ruzic d. Linda Klimovicova [CZE],6-1 4-6 6-3,1.07,1.4%,1.4%,69.6%,52.1%,47.6%,3/9,2:12
24-Feb-2025,W75 Trnava,Hard,F,144,185,Ruzic d. Elena Pridankina [RUS],6-2 4-6 6-3,1.36,0.0%,8.3%,41.7%,80.0%,57.1%,0/0,2:22
18-Nov-2024,W50 Trnava,Hard,F,143,260,(5) Ruzic d. Tereza Valentova [CZE],6-3 6-2,,,,,,,,
04-Nov-2024,W50 Veracruz,Hard,F,160,460,(1) Ruzic d. Mariia Tkacheva [RUS],6-4 7-6(3),,,,,,,,
08-Jan-2024,W50 Nonthaburi,Hard,F,211,266,(5) Mananchaya Sawangkaew [THA] d. (2) Ruzic,6-1 2-6 6-2,,,,,,,,
01-Jan-2024,W50 Nonthaburi,Hard,F,244,364,(5) Ruzic d. Sara Saito [JPN],6-1 6-3,,,,,,,,
04-Dec-2023,W25 Monastir,Hard,F,270,398,(1) Ruzic d. Ayla Aksu [USA],3-6 6-4 7-5,,,,,,,,
25-Sep-2023,W40 Kursumlijska Banja,Clay,F,300,216,(5) Lina Gjorcheska [MKD] d. Ruzic,6-3 6-3,,,,,,,,
13-Mar-2023,W40 Ricany,Hard,F,292,229,(Q) Ruzic d. Lesley Pattinama Kerkhove [NED],6-4 6-1,,,,,,,,
22-Aug-2022,W25 Vigo,Hard,F,224,480,(1) Ruzic d. Anna Brogan [GBR],6-1 6-1,,,,,,,,
